Season,Region,Taxa,LifeStage,n,maxWaterTemp,geometry
Spring,South,Hysterocarpus traskii,Adult,13,25.299999237060547,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Hysterocarpus traskii,Juvenile-Larvae,136,24.5,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.296867370605, -121.303062438965, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7249717712402, 37.7724380493164, 37.787036895752, 37.6722717285156)"
Spring,South,Lavinia exilicauda,Adult,3,21,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Lavinia exilicauda,Juvenile-Larvae,22,21.5,"c(-121.320846557617, -121.311393737793, -121.296867370605, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.7249717712402, 37.787036895752, 37.6722717285156)"
Spring,South,Menidia audens,Adult,2659,28.200000762939453,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.278778076172, -121.296867370605, -121.303062438965, -121.301635742188, -121.30736541748, -121.246726989746, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7094078063965, 37.7249717712402, 37.7724380493164, 37.7712745666504, 37.787036895752, 37.6662139892578, 37.6722717285156)"
Spring,South,Menidia audens,Juvenile,15665,28.88888888888889,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.278778076172, -121.296867370605, -121.303062438965, -121.301635742188, -121.30736541748, -121.246726989746, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7094078063965, 37.7249717712402, 37.7724380493164, 37.7712745666504, 37.787036895752, 37.6662139892578, 37.6722717285156)"
Spring,South,Micropterus salmoides,Adult,72,25,"c(-121.320846557617, -121.311393737793, -121.296867370605, -121.303062438965, -121.30736541748, 37.8053436279297, 37.830696105957, 37.7249717712402, 37.7724380493164, 37.787036895752)"
Spring,South,Micropterus salmoides,Juvenile,14212,28.88888888888889,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.278778076172, -121.296867370605, -121.303062438965, -121.30736541748, -121.246726989746, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7094078063965, 37.7249717712402, 37.7724380493164, 37.787036895752, 37.6662139892578, 37.6722717285156)"
Spring,South,Morone saxatilis,Adult,126,26.11111111111111,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Morone saxatilis,Juvenile,37831,28.88888888888889,"c(-121.320846557617, -121.311393737793, -121.278778076172, -121.296867370605, -121.303062438965, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.7094078063965, 37.7249717712402, 37.7724380493164, 37.787036895752, 37.6722717285156)"
Spring,South,Oncorhynchus mykiss,Adult,210,23.88888888888889,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Oncorhynchus mykiss,Juvenile,2146,28.333333333333332,"c(-121.320846557617, -121.272171020508, 37.8053436279297, 37.6969261169434)"
Spring,South,Oncorhynchus tshawytscha,Juvenile,117543,28.5,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.296867370605, -121.303062438965, -121.301635742188, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7249717712402, 37.7724380493164, 37.7712745666504, 37.787036895752, 37.6722717285156)"
Spring,South,Oncorhynchus tshawytscha,Larvae,8,21.666666666666668,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Orthodon microlepidotus,Adult,17,27,"c(-121.320846557617, -121.303062438965, 37.8053436279297, 37.7724380493164)"
Spring,South,Orthodon microlepidotus,Juvenile-Larvae,634,28.333333333333332,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.296867370605, -121.303062438965, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7249717712402, 37.7724380493164, 37.787036895752, 37.6722717285156)"
Spring,South,Pogonichthys macrolepidotus,Adult,974,26.11111111111111,"c(-121.320846557617, 37.8053436279297)"
Spring,South,Pogonichthys macrolepidotus,Juvenile,68075,28.88888888888889,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.278778076172, -121.296867370605, -121.303062438965, -121.301635742188, -121.30736541748, -121.246726989746, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7094078063965, 37.7249717712402, 37.7724380493164, 37.7712745666504, 37.787036895752, 37.6662139892578, 37.6722717285156)"
Spring,South,Pogonichthys macrolepidotus,Larvae,294,25.600000381469727,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.296867370605, -121.303062438965, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7249717712402, 37.7724380493164, 37.787036895752, 37.6722717285156)"
Spring,South,Ptychocheilus grandis,Adult,5,26.5,"c(-121.311393737793, 37.830696105957)"
Spring,South,Ptychocheilus grandis,Juvenile-Larvae,447,26.600000381469727,"c(-121.320846557617, -121.311393737793, -121.272171020508, -121.296867370605, -121.303062438965, -121.301635742188, -121.30736541748, -121.24488067627, 37.8053436279297, 37.830696105957, 37.6969261169434, 37.7249717712402, 37.7724380493164, 37.7712745666504, 37.787036895752, 37.6722717285156)"
Spring,South,Spirinchus thaleichthys,Adult,1,16.111112594604492,"c(-121.311393737793, 37.830696105957)"
Spring,South,Spirinchus thaleichthys,Juvenile,2627,25,"c(-121.320846557617, 37.8053436279297)"
Spring,Suisun Bay,Acipenser medirostris,Juvenile,14,21,"c(-121.86799621582, -121.90991973877, -121.90991973877, -121.90991973877, 38.0583038330078, 38.047966003418, 38.0459785461426, 38.0428314208984)"
Spring,Suisun Bay,Acipenser transmontanus,Adult,14,21.666667938232422,"c(-121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
Spring,Suisun Bay,Acipenser transmontanus,Juvenile,388,22.22222328186035,"c(-121.890144348145, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -122.083000183105, -122.042388916016, -122.111282348633, 38.1099319458008, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0807495117188, 38.1155548095703, 38.052131652832)"
Spring,Suisun Bay,Acipenser transmontanus,Larvae,4,18.33333396911621,"c(-121.911285400391, -122.033340454102, 38.0436553955078, 38.0635299682617)"
Spring,Suisun Bay,Catostomus occidentalis,Adult,14,21.111112594604492,"c(-121.890144348145, -121.886405944824, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.1099319458008, 38.0933990478516, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
Spring,Suisun Bay,Catostomus occidentalis,Juvenile,5,21.111112594604492,"c(-121.90991973877, -121.90991973877, -121.90991973877, 38.047966003418, 38.0459785461426, 38.0428314208984)"
Spring,Suisun Bay,Cottus asper,Adult,88,23.200000762939453,"c(-121.890144348145, -121.886405944824, -121.885375976562, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -122.042388916016, -122.14672088623, 38.1099319458008, 38.0933990478516, 38.091438293457, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.1155548095703, 38.0399169921875)"
Spring,Suisun Bay,Cottus asper,Juvenile-Larvae,127,21.111112594604492,"c(-121.965873718262, -121.890144348145, -121.889526367187, -121.888893127441, -121.886405944824, -121.885375976562, -121.833801269531, -121.822250366211, -121.822189331055, -121.863800048828, -121.888549804688, -121.894302368164, -121.899520874023, -121.889350891113, -121.906669616699, -121.906539916992, -121.90991973877, -121.90991973877, -121.90991973877, -121.965148925781, -121.971900939941, -121.972923278809, -121.977531433105, -121.993278503418, -121.993118286133, -122.072868347168, -122.073699951172, 
-122.05403137207, -122.042388916016, -122.019798278809, -122.025779724121, -122.060203552246, -122.101959228516, -122.110778808594, -122.14079284668, 38.0660018920899, 38.1099319458008, 38.0950393676758, 38.0948181152344, 38.0933990478516, 38.091438293457, 38.0386390686035, 38.0638999938965, 38.0682983398438, 38.0597496032715, 38.0512886047363, 38.0469703674316, 38.0503005981445, 38.0479011535645, 38.0491790771484, 38.0491409301758, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0559883117676, 
38.0579109191895, 38.0582885742188, 38.0576400756836, 38.0842704772949, 38.0844192504883, 38.0559501647949, 38.0751991271973, 38.1013488769531, 38.1155548095703, 38.0918006896973, 38.0990104675293, 38.1168518066406, 38.0660285949707, 38.0575408935547, 38.0380516052246)"
Spring,Suisun Bay,Gasterosteus aculeatus,Adult,533,23.888891220092773,"c(-121.959693908691, -121.890144348145, -121.886405944824, -121.883323669434, -121.838752746582, -121.84400177002, -121.86799621582, -121.86311340332, -121.906669616699, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.986083984375, -122.026336669922, -122.04988861084, -122.042388916016, -122.059272766113, -122.14672088623, 38.0723037719727, 38.1099319458008, 38.0933990478516, 38.0886993408203, 38.0352783203125, 38.0436935424805, 38.0583038330078, 38.0321655273438, 
38.0491790771484, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0471649169922, 38.051944732666, 38.0733337402344, 38.0644607543945, 38.1155548095703, 38.1207885742188, 38.0399169921875)"
Spring,Suisun Bay,Gasterosteus aculeatus,Juvenile-Larvae,1638,22.399999618530273,"c(-121.959693908691, -121.958084106445, -121.890144348145, -121.891212463379, -121.886405944824, -121.885375976562, -121.86799621582, -121.867752075195, -121.86930847168, -121.86311340332, -121.906669616699, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.918807983398, -121.94953918457, -121.986083984375, -121.989501953125, -121.994079589844, -121.993278503418, -122.025192260742, -122.026336669922, -122.076530456543, -122.083305358887, -122.065742492676, 
-122.073722839355, -122.061752319336, -122.069732666016, -122.059776306152, -122.059341430664, -122.055671691895, -122.055892944336, -122.05345916748, -122.046195983887, -122.042388916016, -122.034599304199, -122.025871276855, -122.009292602539, -122.057167053223, -122.055191040039, -122.058067321777, -122.060203552246, -122.096946716309, -122.09358215332, -122.097808837891, -122.095558166504, -122.101959228516, -122.086448669434, -122.150497436523, -122.14672088623, -122.155349731445, 38.0723037719727, 
38.0747489929199, 38.1099319458008, 38.1022415161133, 38.0933990478516, 38.091438293457, 38.0583038330078, 38.0588607788086, 38.0328063964844, 38.0321655273438, 38.0491790771484, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0471649169922, 38.0455017089844, 38.0582809448242, 38.051944732666, 38.054500579834, 38.078670501709, 38.0842704772949, 38.0724983215332, 38.0733337402344, 38.050220489502, 38.0513038635254, 38.0795783996582, 38.0748481750488, 38.0938415527344, 38.0938301086426, 
38.1067504882812, 38.1068000793457, 38.1112899780273, 38.1113510131836, 38.1021995544434, 38.1139984130859, 38.1155548095703, 38.1041488647461, 38.0990180969238, 38.0885200500488, 38.1216316223145, 38.1220588684082, 38.119270324707, 38.1168518066406, 38.0756683349609, 38.0775604248047, 38.0648040771484, 38.0675010681152, 38.0660285949707, 38.0544891357422, 38.0396957397461, 38.0399169921875, 38.0347518920898)"
Spring,Suisun Bay,Hypomesus nipponensis,Adult,7,20.899999618530273,"c(-121.90991973877, -121.90991973877, -121.90991973877, -122.046195983887, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.1139984130859)"
Spring,Suisun Bay,Hypomesus nipponensis,Juvenile,2,19.200000762939453,"c(-121.890144348145, -122.14672088623, 38.1099319458008, 38.0399169921875)"
Spring,Suisun Bay,Hypomesus nipponensis,Larvae,3,22.399999618530273,"c(-121.958084106445, -121.823486328125, -122.059776306152, 38.0747489929199, 38.0614204406738, 38.1067504882812)"
Spring,Suisun Bay,Hypomesus transpacificus,Adult,13182,25.5,"c(-121.968017578125, -121.959693908691, -121.958084106445, -121.947250366211, -121.883323669434, -121.838752746582, -121.84400177002, -121.86799621582, -121.867752075195, -121.86930847168, -121.86311340332, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.918807983398, -121.986083984375, -121.994079589844, -122.025192260742, -122.026336669922, -122.076530456543, -122.083305358887, -122.060066223145, -122.050559997559, -122.046195983887, -122.042388916016, 
-122.057167053223, -122.048049926758, -122.097808837891, -122.095558166504, -122.150497436523, -122.14672088623, 38.0687484741211, 38.0723037719727, 38.0747489929199, 38.0737800598144, 38.0886993408203, 38.0352783203125, 38.0436935424805, 38.0583038330078, 38.0588607788086, 38.0328063964844, 38.0321655273438, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0471649169922, 38.0455017089844, 38.051944732666, 38.078670501709, 38.0724983215332, 38.0733337402344, 38.050220489502, 
38.0513038635254, 38.0646209716797, 38.0643882751465, 38.1139984130859, 38.1155548095703, 38.1216316223145, 38.1155204772949, 38.0648040771484, 38.0675010681152, 38.0396957397461, 38.0399169921875)"
Spring,Suisun Bay,Hypomesus transpacificus,Juvenile,4545,25.5,"c(-121.959693908691, -121.84400177002, -121.844009399414, -121.86799621582, -121.86930847168, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.918807983398, -121.989501953125, -122.00993347168, -122.025192260742, -122.083305358887, -122.050888061523, -122.050338745117, -122.046195983887, -122.097808837891, -122.139541625977, -122.150497436523, 38.0723037719727, 38.0436935424805, 38.0707092285156, 38.0583038330078, 38.0328063964844, 38.047966003418, 38.0459785461426, 38.0428314208984, 
38.0436553955078, 38.0455017089844, 38.054500579834, 38.071720123291, 38.0724983215332, 38.0513038635254, 38.0644416809082, 38.0643310546875, 38.1139984130859, 38.0648040771484, 38.0384407043457, 38.0396957397461)"
Spring,Suisun Bay,Hypomesus transpacificus,Larvae,305,23.333335876464844,"c(-121.965873718262, -121.959693908691, -121.886405944824, -121.84400177002, -121.822189331055, -121.86799621582, -121.86930847168, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.918807983398, -121.94953918457, -121.965148925781, -121.989501953125, -122.083305358887, -122.075149536133, -122.046195983887, -122.097808837891, -122.139541625977, -122.150497436523, 38.0660018920899, 38.0723037719727, 38.0933990478516, 38.0436935424805, 38.0682983398438, 38.0583038330078, 
38.0328063964844, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0455017089844, 38.0586700439453, 38.0559883117676, 38.054500579834, 38.0513038635254, 38.0777282714844, 38.1139984130859, 38.0648040771484, 38.0384407043457, 38.0396957397461)"
Spring,Suisun Bay,Hysterocarpus traskii,Adult,197,23.299999237060547,"c(-121.890144348145, -121.886405944824, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.1099319458008, 38.0933990478516, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
Spring,Suisun Bay,Hysterocarpus traskii,Juvenile-Larvae,518,24,"c(-121.890144348145, -121.886405944824, -121.86799621582, -121.86311340332, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, 38.1099319458008, 38.0933990478516, 38.0583038330078, 38.0321655273438, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0471649169922)"
Spring,Suisun Bay,Lavinia exilicauda,Adult,9,17.77777862548828,"c(-121.886405944824, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -122.095558166504, 38.0933990478516, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0675010681152)"
Spring,Suisun Bay,Lavinia exilicauda,Juvenile-Larvae,2,18.33333396911621,"c(-121.90991973877, -121.90991973877, 38.047966003418, 38.0428314208984)"
Spring,Suisun Bay,Menidia audens,Adult,14,23.333335876464844,"c(-121.958084106445, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -122.042388916016, -122.095558166504, -122.14672088623, 38.0747489929199, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.1155548095703, 38.0675010681152, 38.0399169921875)"
Spring,Suisun Bay,Menidia audens,Juvenile,64,22.799999237060547,"c(-121.964958190918, -121.965042114258, -121.84400177002, -121.86799621582, -121.86930847168, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.96900177002, -121.986083984375, -121.989501953125, -121.99658203125, -122.050888061523, -122.082130432129, -122.051849365234, -122.046195983887, -122.042388916016, -122.086448669434, -122.150497436523, -122.15022277832, -122.15055847168, 38.0706405639648, 38.0705604553223, 38.0436935424805, 38.0583038330078, 38.0328063964844, 
38.047966003418, 38.0459785461426, 38.0436553955078, 38.0471649169922, 38.0491714477539, 38.051944732666, 38.054500579834, 38.0788917541504, 38.0644416809082, 38.0812683105469, 38.1026802062988, 38.1139984130859, 38.1155548095703, 38.0544891357422, 38.0396957397461, 38.0356597900391, 38.0353889465332)"
Spring,Suisun Bay,Micropterus salmoides,Adult,2,18.299999237060547,"c(-121.90991973877, -121.90991973877, 38.047966003418, 38.0459785461426)"
Spring,Suisun Bay,Micropterus salmoides,Juvenile,54,21.666667938232422,"c(-121.84400177002, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.0436935424805, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
Spring,Suisun Bay,Morone saxatilis,Adult,5374,24.444446563720703,"c(-121.887832641602, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -122.068283081055, -122.057167053223, -122.14672088623, 38.0488815307617, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0611686706543, 38.1216316223145, 38.0399169921875)"
Spring,Suisun Bay,Morone saxatilis,Juvenile,34232,25.5,"c(-121.983703613281, -121.992416381836, -121.992477416992, -121.992080688477, -121.99169921875, -121.967712402344, -121.968223571777, -121.964958190918, -121.965042114258, -121.968017578125, -121.959693908691, -121.958084106445, -121.954223632812, -121.951240539551, -121.890144348145, -121.890998840332, -121.891212463379, -121.892448425293, -121.891746520996, -121.886405944824, -121.885375976562, -121.838386535645, -121.838493347168, -121.833801269531, -121.83390045166, -121.842132568359, -121.842231750488, 
-121.84400177002, -121.847640991211, -121.848556518555, -121.830200195312, -121.825790405273, -121.823257446289, -121.828010559082, -121.830932617188, -121.830848693848, -121.844032287598, -121.844009399414, -121.835479736328, -121.837066650391, -121.835487365723, -121.834747314453, -121.837211608887, -121.844467163086, -121.844429016113, -121.843719482422, -121.860420227051, -121.863800048828, -121.86799621582, -121.867752075195, -121.873107910156, -121.877326965332, -121.872840881348, -121.868423461914, 
-121.879692077637, -121.901672363281, -121.90161895752, -121.880348205566, -121.880737304688, -121.876953125, -121.86930847168, -121.86311340332, -121.90258026123, -121.904121398926, -121.904907226562, -121.90421295166, -121.906539916992, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.914482116699, -121.914421081543, -121.917221069336, -121.918807983398, -121.946472167969, -121.946701049805, -121.940567016602, -121.944000244141, -121.936866760254, -121.935890197754, 
-121.952621459961, -121.951240539551, -121.956428527832, -121.956481933594, -121.94953918457, -121.958847045898, -121.959701538086, -121.967666625977, -121.965278625488, -121.965148925781, -121.96900177002, -121.966079711914, -121.986083984375, -121.983428955078, -121.981971740723, -121.989501953125, -121.994979858398, -121.996459960938, -121.993278503418, -121.993118286133, -122.005760192871, -122.004348754883, -122.010871887207, -122.00993347168, -122.025192260742, -122.026168823242, -122.024871826172, 
-122.026336669922, -122.037117004395, -122.036361694336, -122.036247253418, -122.076530456543, -122.083305358887, -122.073829650879, -122.068283081055, -122.056632995605, -122.060066223145, -122.051452636719, -122.051490783691, -122.051986694336, -122.050888061523, -122.050559997559, -122.050590515137, -122.04988861084, -122.050338745117, -122.045478820801, -122.065521240234, -122.073722839355, -122.073699951172, -122.074867248535, -122.075149536133, -122.083000183105, -122.082077026367, -122.06282043457, 
-122.063430786133, -122.061752319336, -122.066139221191, -122.069732666016, -122.067001342773, -122.075302124023, -122.074180603027, -122.059776306152, -122.059341430664, -122.055892944336, -122.051277160645, -122.053588867188, -122.05403137207, -122.04907989502, -122.048713684082, -122.046195983887, -122.042388916016, -122.035598754883, -122.023391723633, -122.023323059082, -122.021751403809, -122.025871276855, -122.025779724121, -122.014717102051, -122.057167053223, -122.056098937988, -122.055740356445, 
-122.041831970215, -122.048049926758, -122.053588867188, -122.061141967773, -122.061302185059, -122.061492919922, -122.061340332031, -122.061058044434, -122.096946716309, -122.097190856934, -122.09358215332, -122.093170166016, -122.097808837891, -122.095558166504, -122.111282348633, -122.107879638672, -122.107719421387, -122.104751586914, -122.104393005371, -122.096473693848, -122.106369018555, -122.138427734375, -122.138679504395, -122.150497436523, -122.14672088623, -122.150329589844, -122.145149230957, 
-122.150573730469, 38.082389831543, 38.0833702087402, 38.0831108093262, 38.0778503417969, 38.0770492553711, 38.0704116821289, 38.0708999633789, 38.0706405639648, 38.0705604553223, 38.0687484741211, 38.0723037719727, 38.0747489929199, 38.0715293884277, 38.0715293884277, 38.1099319458008, 38.1023406982422, 38.1022415161133, 38.0959091186523, 38.0957717895508, 38.0933990478516, 38.091438293457, 38.0345993041992, 38.0347709655762, 38.0386390686035, 38.0385818481445, 38.0448913574219, 38.0450210571289, 
38.0436935424805, 38.0546417236328, 38.0563697814941, 38.0633583068848, 38.0660514831543, 38.065731048584, 38.0615501403809, 38.0660400390625, 38.0662803649902, 38.0706291198731, 38.0707092285156, 38.0706787109375, 38.0708885192871, 38.0689582824707, 38.0650482177734, 38.0647087097168, 38.0662498474121, 38.0661010742188, 38.0623397827148, 38.0608596801758, 38.0597496032715, 38.0583038330078, 38.0588607788086, 38.0576095581055, 38.0571212768555, 38.0578117370605, 38.0592002868652, 38.0553703308105, 
38.0452117919922, 38.0411796569824, 38.0374603271484, 38.0377082824707, 38.0360908508301, 38.0328063964844, 38.0321655273438, 38.0411796569824, 38.0454711914062, 38.0471305847168, 38.0473594665527, 38.0491409301758, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0427207946777, 38.0425491333008, 38.0471649169922, 38.0455017089844, 38.0576210021973, 38.0577087402344, 38.0529708862305, 38.0528106689453, 38.0474700927734, 38.0477409362793, 38.0505981445312, 38.050651550293, 
38.0501098632813, 38.0503616333008, 38.0582809448242, 38.0557289123535, 38.0563316345215, 38.0597915649414, 38.0563507080078, 38.0559883117676, 38.0491714477539, 38.0513801574707, 38.051944732666, 38.0516891479492, 38.0516815185547, 38.054500579834, 38.05712890625, 38.0783615112305, 38.0842704772949, 38.0844192504883, 38.0736885070801, 38.0736694335938, 38.071361541748, 38.071720123291, 38.0724983215332, 38.0766983032227, 38.0763702392578, 38.0733337402344, 38.0790481567383, 38.0662994384766, 38.0662117004395, 
38.050220489502, 38.0513038635254, 38.0540390014648, 38.0611686706543, 38.0654907226562, 38.0646209716797, 38.0646781921387, 38.0648002624512, 38.0647087097168, 38.0644416809082, 38.0643882751465, 38.0644302368164, 38.0644607543945, 38.0643310546875, 38.0603790283203, 38.0792808532715, 38.0748481750488, 38.0751991271973, 38.077709197998, 38.0777282714844, 38.0807495117188, 38.0812606811523, 38.0924606323242, 38.0924682617188, 38.0938415527344, 38.0948486328125, 38.0938301086426, 38.0925407409668, 
38.0895805358887, 38.0925407409668, 38.1067504882812, 38.1068000793457, 38.1113510131836, 38.1062088012695, 38.1012802124023, 38.1013488769531, 38.0957489013672, 38.0958518981934, 38.1139984130859, 38.1155548095703, 38.1030998229981, 38.0920600891113, 38.0919418334961, 38.0951881408691, 38.0990180969238, 38.0990104675293, 38.0919990539551, 38.1216316223145, 38.1221313476562, 38.122631072998, 38.1178283691406, 38.1155204772949, 38.1149101257324, 38.1160507202148, 38.1164283752441, 38.116870880127, 
38.1168212890625, 38.1169700622559, 38.0756683349609, 38.0755310058594, 38.0775604248047, 38.0783195495605, 38.0648040771484, 38.0675010681152, 38.052131652832, 38.0569305419922, 38.0567817687988, 38.0570793151855, 38.0579795837402, 38.048828125, 38.0445518493652, 38.0388603210449, 38.0384216308594, 38.0396957397461, 38.0399169921875, 38.035530090332, 38.0329818725586, 38.0279998779297)"
Spring,Suisun Bay,Morone saxatilis,Larvae,122,22.600000381469727,"c(-121.992080688477, -121.99169921875, -121.987022399902, -121.965438842773, -121.965873718262, -121.83390045166, -121.842132568359, -121.847640991211, -121.825790405273, -121.823257446289, -121.821380615234, -121.835487365723, -121.837211608887, -121.844467163086, -121.844429016113, -121.863800048828, -121.86799621582, -121.878837585449, -121.888549804688, -121.90161895752, -121.906669616699, -121.914421081543, -121.935882568359, -121.946701049805, -121.956428527832, -121.956481933594, -121.94953918457, 
-121.955711364746, -121.955360412598, -121.958847045898, -121.965278625488, -121.965148925781, -121.993278503418, -121.993118286133, -122.026168823242, -122.037117004395, -122.036361694336, -122.036247253418, -122.051452636719, -122.050888061523, -122.04988861084, -122.050338745117, -122.045478820801, -122.046272277832, -122.073699951172, -122.074867248535, -122.075149536133, -122.06282043457, -122.063430786133, -122.061752319336, -122.074180603027, -122.058471679688, -122.053588867188, -122.05403137207, 
-122.021751403809, -122.025871276855, -122.057708740234, -122.093170166016, -122.0888671875, -122.107879638672, -122.104393005371, -122.139541625977, 38.0778503417969, 38.0770492553711, 38.0731506347656, 38.0656394958496, 38.0660018920899, 38.0385818481445, 38.0448913574219, 38.0546417236328, 38.0660514831543, 38.065731048584, 38.0651588439941, 38.0689582824707, 38.0647087097168, 38.0662498474121, 38.0661010742188, 38.0597496032715, 38.0583038330078, 38.055419921875, 38.0512886047363, 38.0411796569824, 
38.0491790771484, 38.0425491333008, 38.0548515319824, 38.0577087402344, 38.0501098632813, 38.0503616333008, 38.0582809448242, 38.0613403320313, 38.0618286132812, 38.0557289123535, 38.0563507080078, 38.0559883117676, 38.0842704772949, 38.0844192504883, 38.0766983032227, 38.0790481567383, 38.0662994384766, 38.0662117004395, 38.0646781921387, 38.0644416809082, 38.0644607543945, 38.0643310546875, 38.0603790283203, 38.0606994628906, 38.0751991271973, 38.077709197998, 38.0777282714844, 38.0924606323242, 
38.0924682617188, 38.0938415527344, 38.0925407409668, 38.0947189331055, 38.1012802124023, 38.1013488769531, 38.0951881408691, 38.0990180969238, 38.1188201904297, 38.0783195495605, 38.0810394287109, 38.0569305419922, 38.0579795837402, 38.0384407043457)"
Spring,Suisun Bay,Oncorhynchus mykiss,Adult,48,22,"c(-121.867752075195, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.0588607788086, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
Spring,Suisun Bay,Oncorhynchus mykiss,Juvenile,2129,23.333335876464844,"c(-121.84400177002, -121.867752075195, -121.86311340332, -121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.986083984375, -122.026336669922, -122.076530456543, -122.068283081055, -122.060066223145, -122.097808837891, -122.095558166504, -122.096473693848, 38.0436935424805, 38.0588607788086, 38.0321655273438, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078, 38.0471649169922, 38.051944732666, 38.0733337402344, 38.050220489502, 38.0611686706543, 
38.0646209716797, 38.0648040771484, 38.0675010681152, 38.048828125)"
Spring,Suisun Bay,Oncorhynchus tshawytscha,Adult,27,21.700000762939453,"c(-121.90991973877, -121.90991973877, -121.90991973877, -121.911285400391, 38.047966003418, 38.0459785461426, 38.0428314208984, 38.0436553955078)"
