Stress,Region,Station,WY,fWY,nDays,totalDays,propDays
Low,Suisun Bay,MSL,2017,2017,270,363,0.744
Low,Suisun Bay,MSL,2018,2018,287,362,0.793
Low,Suisun Bay,MSL,2019,2019,255,357,0.714
Low,Suisun Bay,PCT,2010,2010,344,365,0.942
Low,Suisun Bay,PCT,2011,2011,299,355,0.842
Low,Suisun Bay,PCT,2012,2012,325,363,0.895
Low,Suisun Bay,PCT,2013,2013,305,360,0.847
Low,Suisun Bay,PCT,2014,2014,268,365,0.734
Low,Suisun Bay,PCT,2015,2015,257,363,0.708
Low,Suisun Bay,PCT,2016,2016,310,362,0.856
Low,Suisun Bay,PCT,2017,2017,269,325,0.828
Low,Suisun Bay,PCT,2018,2018,261,320,0.816
Low,Suisun Bay,PCT,2019,2019,244,344,0.709
Low,Suisun Bay,PTS,2010,2010,329,364,0.904
Low,Suisun Bay,PTS,2011,2011,245,325,0.754
Low,Suisun Bay,PTS,2012,2012,310,356,0.871
Low,Suisun Bay,PTS,2013,2013,303,363,0.835
Low,Suisun Bay,PTS,2014,2014,257,365,0.704
Low,Suisun Bay,PTS,2015,2015,241,330,0.73
Low,Suisun Bay,PTS,2016,2016,292,364,0.802
Low,Suisun Bay,PTS,2017,2017,272,365,0.745
Low,Suisun Bay,PTS,2018,2018,292,363,0.804
Low,Suisun Bay,PTS,2019,2019,259,365,0.71
Low,Suisun Marsh,BDL,2010,2010,303,365,0.83
Low,Suisun Marsh,BDL,2011,2011,257,361,0.712
Low,Suisun Marsh,BDL,2012,2012,285,364,0.783
Low,Suisun Marsh,BDL,2013,2013,275,365,0.753
Low,Suisun Marsh,BDL,2014,2014,249,363,0.686
Low,Suisun Marsh,BDL,2015,2015,250,364,0.687
Low,Suisun Marsh,BDL,2016,2016,269,365,0.737
Low,Suisun Marsh,BDL,2017,2017,265,362,0.732
Low,Suisun Marsh,BDL,2018,2018,282,361,0.781
Low,Suisun Marsh,BDL,2019,2019,215,330,0.652
Low,Suisun Marsh,BLL,2010,2010,264,360,0.733
Low,Suisun Marsh,BLL,2011,2011,259,363,0.713
Low,Suisun Marsh,BLL,2012,2012,245,363,0.675
Low,Suisun Marsh,BLL,2013,2013,248,363,0.683
Low,Suisun Marsh,BLL,2014,2014,221,363,0.609
Low,Suisun Marsh,BLL,2015,2015,232,360,0.644
Low,Suisun Marsh,BLL,2016,2016,243,365,0.666
Low,Suisun Marsh,BLL,2017,2017,237,354,0.669
Low,Suisun Marsh,BLL,2018,2018,262,355,0.738
Low,Suisun Marsh,CYG,2011,2011,287,364,0.788
Low,Suisun Marsh,CYG,2012,2012,308,366,0.842
Low,Suisun Marsh,CYG,2013,2013,296,363,0.815
Low,Suisun Marsh,CYG,2014,2014,242,363,0.667
Low,Suisun Marsh,CYG,2015,2015,250,362,0.691
Low,Suisun Marsh,CYG,2016,2016,283,364,0.777
Low,Suisun Marsh,CYG,2017,2017,248,354,0.701
Low,Suisun Marsh,CYG,2018,2018,282,362,0.779
Low,Suisun Marsh,CYG,2019,2019,244,363,0.672
Low,Suisun Marsh,GYS,2010,2010,260,359,0.724
Low,Suisun Marsh,GYS,2011,2011,253,363,0.697
Low,Suisun Marsh,GYS,2012,2012,252,342,0.737
Low,Suisun Marsh,GYS,2013,2013,273,365,0.748
Low,Suisun Marsh,GYS,2014,2014,228,359,0.635
Low,Suisun Marsh,GYS,2015,2015,244,362,0.674
Low,Suisun Marsh,GYS,2016,2016,256,341,0.751
Low,Suisun Marsh,GYS,2017,2017,254,362,0.702
Low,Suisun Marsh,GYS,2018,2018,257,339,0.758
Low,Suisun Marsh,GYS,2019,2019,235,358,0.656
Low,Suisun Marsh,HUN,2011,2011,294,364,0.808
Low,Suisun Marsh,HUN,2012,2012,301,366,0.822
Low,Suisun Marsh,HUN,2013,2013,287,365,0.786
Low,Suisun Marsh,HUN,2014,2014,238,363,0.656
Low,Suisun Marsh,HUN,2015,2015,248,362,0.685
Low,Suisun Marsh,HUN,2016,2016,282,364,0.775
Low,Suisun Marsh,HUN,2017,2017,268,362,0.74
Low,Suisun Marsh,HUN,2018,2018,286,360,0.794
Low,Suisun Marsh,HUN,2019,2019,250,364,0.687
Low,Suisun Marsh,IBS,2010,2010,293,360,0.814
Low,Suisun Marsh,IBS,2011,2011,259,362,0.715
Low,Suisun Marsh,IBS,2012,2012,268,358,0.749
Low,Suisun Marsh,IBS,2013,2013,255,360,0.708
Low,Suisun Marsh,IBS,2014,2014,227,363,0.625
Low,Suisun Marsh,IBS,2015,2015,243,362,0.671
Low,Suisun Marsh,IBS,2016,2016,254,362,0.702
Low,Suisun Marsh,IBS,2017,2017,247,360,0.686
Low,Suisun Marsh,IBS,2018,2018,266,343,0.776
Low,Suisun Marsh,IBS,2019,2019,234,354,0.661
Low,Suisun Marsh,NSL,2010,2010,312,363,0.86
Low,Suisun Marsh,NSL,2011,2011,341,361,0.945
Low,Suisun Marsh,NSL,2012,2012,366,366,1
Low,Suisun Marsh,NSL,2013,2013,288,365,0.789
Low,Suisun Marsh,NSL,2014,2014,244,363,0.672
Low,Suisun Marsh,NSL,2015,2015,241,346,0.697
Low,Suisun Marsh,NSL,2016,2016,229,314,0.729
Low,Suisun Marsh,NSL,2017,2017,270,362,0.746
Low,Suisun Marsh,NSL,2018,2018,282,362,0.779
Low,Suisun Marsh,NSL,2019,2019,254,363,0.7
Low,Suisun Marsh,SNC,2010,2010,269,365,0.737
Low,Suisun Marsh,SNC,2011,2011,257,363,0.708
Low,Suisun Marsh,SNC,2012,2012,252,366,0.689
Low,Suisun Marsh,SNC,2013,2013,236,360,0.656
Low,Suisun Marsh,SNC,2014,2014,211,356,0.593
Low,Suisun Marsh,SNC,2015,2015,230,363,0.634
Low,Suisun Marsh,SNC,2016,2016,238,356,0.669
Low,Suisun Marsh,SNC,2017,2017,245,359,0.682
Low,Suisun Marsh,SNC,2018,2018,258,361,0.715
Low,Suisun Marsh,SNC,2019,2019,237,360,0.658
Low,Suisun Marsh,TEA,2011,2011,246,361,0.681
Low,Suisun Marsh,TEA,2012,2012,260,366,0.71
Low,Suisun Marsh,TEA,2013,2013,238,363,0.656
Low,Suisun Marsh,TEA,2014,2014,216,363,0.595
Low,Suisun Marsh,TEA,2015,2015,221,362,0.61
Low,Suisun Marsh,TEA,2016,2016,226,363,0.623
Low,Suisun Marsh,TEA,2017,2017,239,362,0.66
Low,Suisun Marsh,TEA,2018,2018,252,360,0.7
Low,Suisun Marsh,TEA,2019,2019,238,362,0.657
Low,Suisun Marsh,VOL,2010,2010,245,364,0.673
Low,Suisun Marsh,VOL,2011,2011,262,363,0.722
Low,Suisun Marsh,VOL,2012,2012,273,366,0.746
Low,Suisun Marsh,VOL,2013,2013,257,365,0.704
Low,Suisun Marsh,VOL,2014,2014,232,363,0.639
Low,Suisun Marsh,VOL,2015,2015,243,362,0.671
Low,Suisun Marsh,VOL,2016,2016,269,364,0.739
Low,Suisun Marsh,VOL,2017,2017,255,362,0.704
Low,Suisun Marsh,VOL,2018,2018,279,362,0.771
Low,Suisun Marsh,VOL,2019,2019,245,363,0.675
