contrast,estimate,SE,df,z.ratio,p.value,Sig
fWY2000 - fWY2004,-0.12142360982014745,0.10789105390611423,Inf,-1.125427970383987,0.9999039230214026,no
fWY2000 - fWY2009,0.1545441968872345,0.10884505688585538,Inf,1.4198549875287705,0.9975415139868737,no
fWY2000 - fWY2013,-0.09360935099604846,0.10781142663951512,Inf,-0.8682692912417012,0.9999983954379866,no
fWY2000 - fWY2018,0.15607178258374527,0.10899277248616004,Inf,1.4319461650868945,0.99725970950948,no
fWY2001 - fWY2002,-0.023496440852000207,0.10596341816767485,Inf,-0.22174106175793432,1,no
fWY2001 - fWY2003,0.0029604945448990228,0.10481322470875987,Inf,0.028245429459166298,1,no
fWY2001 - fWY2004,-0.20456390920673098,0.10490535416621825,Inf,-1.9499854019138796,0.9219787315943482,no
fWY2001 - fWY2007,0.31604573592504137,0.10601140211678979,Inf,2.981242862695681,0.24161390947468364,no
fWY2001 - fWY2008,0.33158368295069224,0.10481322470875988,Inf,3.1635672299182658,0.1539479075686464,no
fWY2001 - fWY2009,0.07140389750065097,0.10587580310860881,Inf,0.6744118618623738,0.9999999782179807,no
fWY2001 - fWY2013,-0.176749650382632,0.10481322470875988,Inf,-1.6863296675945125,0.9811244217779553,no
fWY2001 - fWY2018,0.07293148319716174,0.10601287164217868,Inf,0.6879493222608352,0.9999999692000028,no
fWY2002 - fWY2003,0.02645693539689923,0.10348593070451792,Inf,0.255657317055411,1,no
fWY2002 - fWY2004,-0.18106746835473078,0.10357871085432245,Inf,-1.7481147125821237,0.9724173706984532,no
fWY2002 - fWY2007,0.33954217677704157,0.10469238706385803,Inf,3.2432365552037217,0.12408939823275433,no
fWY2002 - fWY2008,0.35508012380269244,0.10348593070451792,Inf,3.431192253723342,0.0715006163106342,no
fWY2002 - fWY2009,0.09490033835265119,0.10468570299190555,Inf,0.9065262556434188,0.9999967466484903,no
fWY2002 - fWY2013,-0.1532532095306318,0.10348593070451792,Inf,-1.4809086461058534,0.995818783052034,no
fWY2002 - fWY2018,0.09642792404916195,0.10469350162382685,Inf,0.9210497552716895,0.9999957883068658,no
fWY2003 - fWY2004,-0.20752440375163,0.1022589884193502,Inf,-2.0294001237387627,0.8908942403241553,no
fWY2003 - fWY2007,0.3130852413801423,0.10338051727350199,Inf,3.0284743164115593,0.2162479626316649,no
fWY2003 - fWY2008,0.3286231884057932,0.10216558226254246,Inf,3.2165743210987223,0.13353826389178658,no
fWY2003 - fWY2009,0.06844340295575195,0.10338515252888253,Inf,0.6620235235096359,0.9999999842500074,no
fWY2003 - fWY2013,-0.179710144927531,0.10216558226254246,Inf,-1.759008669531355,0.9706032461439853,no
fWY2003 - fWY2018,0.06997098865226271,0.10338127150589747,Inf,0.676824608877742,0.9999999768169195,no
fWY2004 - fWY2009,0.27596780670738197,0.10347794824409505,Inf,2.666923836336599,0.4530560457678303,no
fWY2004 - fWY2013,0.027814258824098992,0.10225898841935022,Inf,0.27199818083508215,1,no
fWY2004 - fWY2014,-0.28015675566864473,0.10225898841935022,Inf,-2.7396785358345217,0.3985519725426936,no
fWY2004 - fWY2018,0.2774953924038927,0.10347406111397567,Inf,2.6817870045540615,0.4417286489080211,no
fWY2005 - fWY2006,0.19855072463769174,0.10216558226254246,Inf,1.9434208687565764,0.9242428157748461,no
fWY2005 - fWY2007,-0.13039301948942483,0.10338051727350199,Inf,-1.2612920009333959,0.9994993941131742,no
fWY2005 - fWY2008,-0.11485507246377397,0.10216558226254248,Inf,-1.124205137583637,0.9999054708128008,no
fWY2005 - fWY2010,0.18115942028985843,0.10216558226254248,Inf,1.7731942233179823,0.9681051476862832,no
fWY2005 - fWY2012,0.08043478260867853,0.10216558226254248,Inf,0.787298235153002,0.9999996876903474,no
fWY2005 - fWY2017,0.04855072463767973,0.10216558226254246,Inf,0.4752160518491965,0.9999999999584768,no
fWY2005 - fWY2019,-0.01290121161124791,0.10338127150589747,Inf,-0.12479254146639074,1,no
fWY2006 - fWY2007,-0.3289437441271166,0.10338051727350199,Inf,-3.1818736528166887,0.1466504279000973,no
fWY2006 - fWY2008,-0.3134057971014657,0.10216558226254246,Inf,-3.067626006340214,0.19663561222717352,no
fWY2006 - fWY2010,-0.017391304347833314,0.10216558226254246,Inf,-0.1702266454385939,1,no
fWY2006 - fWY2012,-0.11811594202901321,0.10216558226254246,Inf,-1.1561226336035744,0.999856792452326,no
fWY2006 - fWY2017,-0.150000000000012,0.10216558226254246,Inf,-1.4682048169073798,0.9962433711211741,no
fWY2006 - fWY2019,-0.21145193624893965,0.10338127150589747,Inf,-2.045360181480039,0.8838106497812036,no
fWY2007 - fWY2008,0.015537947025650867,0.103380517273502,Inf,0.1502986001176982,1,no
fWY2007 - fWY2009,-0.24464183842439038,0.1045922452655727,Inf,-2.339005514254086,0.7069812487542784,no
fWY2007 - fWY2010,0.31155243977928326,0.10338051727350199,Inf,3.0136475227246606,0.22401019825647595,no
fWY2007 - fWY2012,0.21082780209810337,0.10338051727350199,Inf,2.0393378526085377,0.886516661694838,no
fWY2007 - fWY2017,0.17894374412710456,0.10338051727350199,Inf,1.7309232807734325,0.9751027402841285,no
fWY2007 - fWY2018,-0.24311425272787962,0.10458794979770106,Inf,-2.3244958257440045,0.7174733412515144,no
fWY2007 - fWY2019,0.11749180787817692,0.10458794979770107,Inf,1.1233780574668029,0.9999065049260694,no
fWY2008 - fWY2009,-0.2601797854500413,0.10338515252888253,Inf,-2.516606873287296,0.5707413101310921,no
fWY2008 - fWY2010,0.2960144927536324,0.10216558226254246,Inf,2.8973993609016198,0.29115947720269886,no
fWY2008 - fWY2012,0.1952898550724525,0.10216558226254248,Inf,1.911503372736639,0.9346064724184708,no
fWY2008 - fWY2017,0.1634057971014537,0.10216558226254246,Inf,1.5994211894328338,0.989524187841896,no
fWY2008 - fWY2018,-0.2586521997535305,0.10338127150589747,Inf,-2.5019251164731076,0.5823275101743541,no
fWY2008 - fWY2019,0.10195386085252606,0.10338127150589747,Inf,0.9861927539429616,0.9999874185343048,no
fWY2009 - fWY2013,-0.24815354788328298,0.10338515252888253,Inf,-2.4002822631030774,0.6613273340089844,no
fWY2009 - fWY2018,0.0015275856965107637,0.10459333246597141,Inf,0.014605000725144228,1,no
fWY2009 - fWY2019,0.3621336463025673,0.10459333246597143,Inf,3.4623014466087927,0.06490272312045176,no
fWY2010 - fWY2012,-0.1007246376811799,0.10216558226254248,Inf,-0.9858959881649803,0.9999874782923808,no
fWY2010 - fWY2017,-0.1326086956521787,0.10216558226254246,Inf,-1.297978171468786,0.9992548751253434,no
fWY2010 - fWY2019,-0.19406063190110634,0.10338127150589746,Inf,-1.8771352787050604,0.9446027688584323,no
fWY2012 - fWY2017,-0.0318840579709988,0.10216558226254248,Inf,-0.3120821833038055,1,no
fWY2012 - fWY2019,-0.09333599421992644,0.10338127150589747,Inf,-0.90283271680018,0.9999969560496305,no
fWY2013 - fWY2014,-0.3079710144927437,0.10216558226254248,Inf,-3.014430179640417,0.2235958575115342,no
fWY2013 - fWY2018,0.2496811335797937,0.10338127150589747,Inf,2.415148604218419,0.6499756417204485,no
fWY2014 - fWY2016,-0.08442028985509292,0.10216558226254248,Inf,-0.8263085080663647,0.9999992953390764,no
fWY2017 - fWY2019,-0.06145193624892764,0.10338127150589746,Inf,-0.5944203950463317,0.9999999976497953,no
fWY2018 - fWY2019,0.36060606060605654,0.10446172473860713,Inf,3.452040079832065,0.06702026002487871,no
fWY2000 - fWY2005,0.5295790548010497,0.10781142663951512,Inf,4.912086513536108,1.6243752348310547e-4,yes
fWY2000 - fWY2006,0.7281297794387415,0.10781142663951514,Inf,6.753734758314261,2.734280690752655e-9,yes
fWY2000 - fWY2007,0.3991860353116249,0.10899058965801704,Inf,3.662573407155265,0.03356852414905276,yes
fWY2000 - fWY2008,0.41472398233727575,0.10781142663951514,Inf,3.8467534960275795,0.017370217911837238,yes
fWY2000 - fWY2010,0.7107384750909082,0.10781142663951512,Inf,6.592422503297139,8.206442414504522e-9,yes
fWY2000 - fWY2011,1.1745065910329238,0.10781142663951514,Inf,10.894082637085173,1.9739765377835283e-13,yes
fWY2000 - fWY2012,0.6100138374097283,0.10781142663951512,Inf,5.658155692989833,2.868434024527744e-6,yes
fWY2000 - fWY2014,-0.40158036548879217,0.10781142663951512,Inf,-3.724840473835309,0.027013015913058602,yes
fWY2000 - fWY2015,-1.383102104619232,0.10781142663951512,Inf,-12.828900866360453,0,yes
fWY2000 - fWY2016,-0.4860006553438851,0.10781142663951512,Inf,-4.507877045064125,0.0011235996662869452,yes
fWY2000 - fWY2017,0.5781297794387295,0.10781142663951512,Inf,5.3624165587920425,1.5238070422141092e-5,yes
fWY2000 - fWY2019,0.5166778431898018,0.10899277248616003,Inf,4.740478028076677,3.776758647775491e-4,yes
fWY2001 - fWY2005,0.4464387554144662,0.10481322470875988,Inf,4.259374297994999,0.003355670313865522,yes
fWY2001 - fWY2006,0.644989480052158,0.10481322470875988,Inf,6.153703235868978,1.4312366980462343e-7,yes
fWY2001 - fWY2010,0.6275981757043246,0.10481322470875988,Inf,5.987776613573386,4.0141298773832546e-7,yes
fWY2001 - fWY2011,1.0913662916463402,0.10481322470875988,Inf,10.412486541453848,2.1038726316646716e-13,yes
fWY2001 - fWY2012,0.5268735380231447,0.10481322470875988,Inf,5.026784926111626,9.076089856796532e-5,yes
fWY2001 - fWY2014,-0.4847206648753757,0.10481322470875988,Inf,-4.624613604077622,6.551905388250123e-4,yes
fWY2001 - fWY2015,-1.4662424040058155,0.10481322470875988,Inf,-13.989097349881199,0,yes
fWY2001 - fWY2016,-0.5691409547304687,0.10481322470875988,Inf,-5.430049083137331,1.0483999093424679e-5,yes
fWY2001 - fWY2017,0.49498948005214594,0.10481322470875988,Inf,4.722586118569985,4.116213740203989e-4,yes
fWY2001 - fWY2019,0.4335375438032183,0.10601287164217867,Inf,4.089480240347809,0.006784344382044338,yes
fWY2002 - fWY2005,0.4699351962664664,0.10348593070451792,Inf,4.5410539680825455,9.654774121610199e-4,yes
fWY2002 - fWY2006,0.6684859209041581,0.10348593070451792,Inf,6.459679266091519,1.988651077144965e-8,yes
fWY2002 - fWY2010,0.6510946165563248,0.10348593070451792,Inf,6.291624495462935,5.9476325420249054e-8,yes
fWY2002 - fWY2011,1.1148627324983404,0.10348593070451792,Inf,10.773085045556522,2.0194956817931597e-13,yes
fWY2002 - fWY2012,0.5503699788751449,0.10348593070451792,Inf,5.3183072822392585,1.939683614127219e-5,yes
fWY2002 - fWY2014,-0.4612242240233755,0.10348593070451792,Inf,-4.456878542652365,0.001415020530674993,yes
fWY2002 - fWY2015,-1.4427459631538153,0.10348593070451792,Inf,-13.941469659999191,0,yes
fWY2002 - fWY2016,-0.5456445138784685,0.10348593070451792,Inf,-5.27264440841181,2.4847900760627262e-5,yes
fWY2002 - fWY2017,0.5184859209041461,0.10348593070451792,Inf,5.010206869420467,9.88145106416427e-5,yes
fWY2002 - fWY2019,0.4570339846552185,0.10469350162382686,Inf,4.365447497375555,0.0021229218246128223,yes
fWY2003 - fWY2005,0.44347826086956715,0.10216558226254246,Inf,4.340779458682359,0.002364352999545183,yes
fWY2003 - fWY2006,0.642028985507259,0.10216558226254246,Inf,6.284200327438937,6.238527727742138e-8,yes
fWY2003 - fWY2010,0.6246376811594256,0.10216558226254246,Inf,6.113973682000343,1.8367098109095537e-7,yes
fWY2003 - fWY2011,1.0884057971014411,0.10216558226254246,Inf,10.653350893694162,1.8474111129762605e-13,yes
fWY2003 - fWY2012,0.5239130434782457,0.10216558226254246,Inf,5.128077693835362,5.3641936121895384e-5,yes
fWY2003 - fWY2014,-0.48768115942027473,0.10216558226254246,Inf,-4.7734388491717725,3.2199438509306066e-4,yes
fWY2003 - fWY2015,-1.4692028985507146,0.10216558226254246,Inf,-14.380605151108472,0,yes
fWY2003 - fWY2016,-0.5721014492753677,0.10216558226254246,Inf,-5.599747357238137,4.0177763368509645e-6,yes
fWY2003 - fWY2017,0.4920289855072469,0.10216558226254246,Inf,4.815995510531556,2.6159305971318325e-4,yes
fWY2003 - fWY2019,0.43057704925831924,0.10338127150589747,Inf,4.164942479293811,0.004985196566438144,yes
fWY2004 - fWY2005,0.6510026646211972,0.10225898841935022,Inf,6.36621459574315,3.670045711778869e-8,yes
fWY2004 - fWY2006,0.8495533892588889,0.10225898841935022,Inf,8.307860290725602,2.345901251032956e-13,yes
fWY2004 - fWY2007,0.5206096451317723,0.10347328290690742,Inf,5.0313436522561394,8.865905579213962e-5,yes
fWY2004 - fWY2008,0.5361475921574232,0.1022589884193502,Inf,5.243036337879218,2.9142178529562024e-5,yes
fWY2004 - fWY2010,0.8321620849110556,0.10225898841935022,Inf,8.137789134960654,3.169686735304822e-13,yes
fWY2004 - fWY2011,1.2959302008530713,0.10225898841935022,Inf,12.673019955357251,0,yes
fWY2004 - fWY2012,0.7314374472298757,0.10225898841935022,Inf,7.152793691155541,1.6159407145721616e-10,yes
fWY2004 - fWY2015,-1.2616784947990844,0.10225898841935022,Inf,-12.338069389314828,0,yes
fWY2004 - fWY2016,-0.36457704552373765,0.10225898841935022,Inf,-3.5652322711100637,0.04660491138129963,yes
fWY2004 - fWY2017,0.6995533892588769,0.10225898841935022,Inf,6.8409965722534185,1.4927943325915294e-9,yes
fWY2004 - fWY2019,0.6381014530099492,0.10347406111397567,Inf,6.166776930762259,1.3179967039977925e-7,yes
fWY2005 - fWY2009,-0.3750348579138152,0.10338515252888256,Inf,-3.627550462906579,0.03783681734263089,yes
fWY2005 - fWY2011,0.644927536231874,0.10216558226254246,Inf,6.312571435011803,5.1964246239322165e-8,yes
fWY2005 - fWY2013,-0.6231884057970982,0.10216558226254248,Inf,-6.0997881282137145,2.0070303197172734e-7,yes
fWY2005 - fWY2014,-0.9311594202898419,0.10216558226254248,Inf,-9.11421830785413,2.504663143554353e-13,yes
fWY2005 - fWY2015,-1.9126811594202817,0.10216558226254248,Inf,-18.721384609790828,0,yes
fWY2005 - fWY2016,-1.0155797101449349,0.10216558226254248,Inf,-9.940526815920496,1.7008616737257398e-13,yes
fWY2005 - fWY2018,-0.37350727221730445,0.10338127150589746,Inf,-3.6129104118824604,0.039756498428650144,yes
fWY2006 - fWY2009,-0.5735855825515069,0.10338515252888253,Inf,-5.548046005844653,5.398290623848112e-6,yes
fWY2006 - fWY2011,0.4463768115941823,0.10216558226254246,Inf,4.369150566255226,0.002088738349857455,yes
fWY2006 - fWY2013,-0.82173913043479,0.10216558226254246,Inf,-8.043208996970291,4.2577052994374753e-13,yes
fWY2006 - fWY2014,-1.1297101449275337,0.10216558226254246,Inf,-11.05763917661071,1.0658141036401503e-13,yes
fWY2006 - fWY2015,-2.1112318840579736,0.10216558226254248,Inf,-20.664805478547407,0,yes
fWY2006 - fWY2016,-1.2141304347826265,0.10216558226254246,Inf,-11.883947684677072,0,yes
fWY2006 - fWY2018,-0.5720579968549961,0.10338127150589747,Inf,-5.5334780518961075,5.863863451915918e-6,yes
fWY2007 - fWY2011,0.7753205557212989,0.103380517273502,Inf,7.499677658510085,1.2272516336508943e-11,yes
fWY2007 - fWY2013,-0.49279538630767333,0.10338051727350199,Inf,-4.766810994028411,3.325218635330529e-4,yes
fWY2007 - fWY2014,-0.80076640080041706,0.10338051727350199,Inf,-7.74581538107341,1.918354364249808e-12,yes
fWY2007 - fWY2015,-1.782288139930857,0.10338051727350199,Inf,-17.240077598138356,0,yes
fWY2007 - fWY2016,-0.8851866906555099,0.10338051727350199,Inf,-8.56241305422832,1.8096635301390052e-13,yes
fWY2008 - fWY2011,0.7597826086956481,0.10216558226254249,Inf,7.436776572595439,1.9718227051157555e-11,yes
fWY2008 - fWY2013,-0.5083333333333242,0.10216558226254248,Inf,-4.975582990630077,1.1790036145842286e-4,yes
fWY2008 - fWY2014,-0.8163043478260679,0.10216558226254246,Inf,-7.990013170270494,5.238032230181489e-13,yes
fWY2008 - fWY2015,-1.7978260869565077,0.10216558226254248,Inf,-17.59717947220719,0,yes
fWY2008 - fWY2016,-0.9007246376811608,0.10216558226254248,Inf,-8.816321678336857,1.4954704141700859e-13,yes
fWY2009 - fWY2010,0.5561942782036736,0.10338515252888253,Inf,5.379827418141987,1.3845855416194652e-5,yes
fWY2009 - fWY2011,1.0199623941456892,0.10338515252888254,Inf,9.865656423544415,1.8840484727888906e-13,yes
fWY2009 - fWY2012,0.4554696405224937,0.10338515252888253,Inf,4.405561431030921,0.0017790167101170429,yes
fWY2009 - fWY2014,-0.5561245623760267,0.10338515252888253,Inf,-5.379153087003118,1.3897411956009798e-5,yes
fWY2009 - fWY2015,-1.5376463015064665,0.10338515252888256,Inf,-14.872989630468423,0,yes
fWY2009 - fWY2016,-0.6405448522311196,0.10338515252888253,Inf,-6.195714148143,1.0975340902774633e-7,yes
fWY2009 - fWY2017,0.4235855825514949,0.10338515252888253,Inf,4.097160686909646,0.006577081991330225,yes
fWY2010 - fWY2011,0.4637681159420156,0.10216558226254248,Inf,4.53937721169382,9.729367926487598e-4,yes
fWY2010 - fWY2013,-0.8043478260869567,0.10216558226254248,Inf,-7.872982351531697,9.465761507954085e-13,yes
fWY2010 - fWY2014,-1.1123188405797002,0.10216558226254248,Inf,-10.887412531172112,2.0272672429655358e-13,yes
fWY2010 - fWY2015,-2.09384057971014,0.10216558226254248,Inf,-20.49457883310881,0,yes
fWY2010 - fWY2016,-1.1967391304347932,0.10216558226254248,Inf,-11.713721039238477,0,yes
fWY2010 - fWY2018,-0.5546666925071628,0.10338127150589746,Inf,-5.36525314912113,1.5002380677531235e-5,yes
fWY2011 - fWY2012,-0.5644927536231955,0.10216558226254248,Inf,-5.5252731998588,6.1429496315268395e-6,yes
fWY2011 - fWY2013,-1.2681159420289723,0.10216558226254248,Inf,-12.412359563225516,0,yes
fWY2011 - fWY2014,-1.576086956521716,0.10216558226254248,Inf,-15.426789742865932,0,yes
fWY2011 - fWY2015,-2.5576086956521555,0.10216558226254248,Inf,-25.03395604480263,0,yes
fWY2011 - fWY2016,-1.660507246376809,0.10216558226254248,Inf,-16.253098250932297,0,yes
fWY2011 - fWY2017,-0.5963768115941943,0.10216558226254246,Inf,-5.837355383162606,9.982782092077258e-7,yes
fWY2011 - fWY2018,-1.0184348084491786,0.10338127150589747,Inf,-9.85125055645191,1.936228954946273e-13,yes
fWY2011 - fWY2019,-0.657828747843122,0.10338127150589749,Inf,-6.36313268603584,3.7443999678643536e-8,yes
fWY2012 - fWY2013,-0.7036231884057768,0.10216558226254248,Inf,-6.887086363366716,1.0810845552100545e-9,yes
fWY2012 - fWY2014,-1.0115942028985203,0.10216558226254248,Inf,-9.901516543007132,1.7918999617450027e-13,yes
fWY2012 - fWY2015,-1.9931159420289601,0.10216558226254248,Inf,-19.50868284494383,0,yes
fWY2012 - fWY2016,-1.0960144927536133,0.10216558226254248,Inf,-10.727825051073497,2.000621890374532e-13,yes
fWY2012 - fWY2018,-0.453942054825983,0.10338127150589747,Inf,-4.390950587216249,0.001897729575280005,yes
fWY2013 - fWY2015,-1.2894927536231835,0.10216558226254248,Inf,-12.621596481577116,0,yes
fWY2013 - fWY2016,-0.39239130434783664,0.10216558226254248,Inf,-3.8407386877067817,0.017761530337797593,yes
fWY2013 - fWY2017,0.671739130434778,0.10216558226254248,Inf,6.57500418006291,9.22628695665395e-9,yes
fWY2013 - fWY2019,0.6102871941858503,0.10338127150589747,Inf,5.9032664746344885,6.715836345927428e-7,yes
fWY2014 - fWY2015,-0.9815217391304398,0.10216558226254248,Inf,-9.607166301936699,1.517674874662589e-13,yes
fWY2014 - fWY2017,0.9797101449275216,0.10216558226254248,Inf,9.589434359703327,1.5498713423767185e-13,yes
fWY2014 - fWY2018,0.5576521480725374,0.10338127150589747,Inf,5.3941312575240055,1.2794766653723144e-5,yes
fWY2014 - fWY2019,0.918258208678594,0.10338127150589747,Inf,8.882249127940074,1.4499512701604544e-13,yes
fWY2015 - fWY2016,0.8971014492753469,0.10216558226254248,Inf,8.780857793870334,1.5576429035490946e-13,yes
fWY2015 - fWY2017,1.9612318840579614,0.10216558226254248,Inf,19.196600661640026,0,yes
fWY2015 - fWY2018,1.5391738872029772,0.10338127150589749,Inf,14.888324207882986,0,yes
fWY2015 - fWY2019,1.8997799478090338,0.10338127150589747,Inf,18.376442078299057,0,yes
fWY2016 - fWY2017,1.0641304347826146,0.10216558226254248,Inf,10.415742867769692,2.1260770921571748e-13,yes
fWY2016 - fWY2018,0.6420724379276304,0.10338127150589747,Inf,6.2107229730774085,9.97799037838476e-8,yes
fWY2016 - fWY2019,1.002678498533687,0.10338127150589747,Inf,9.698840843493478,2.412514632510465e-13,yes
fWY2017 - fWY2018,-0.4220579968549842,0.10338127150589746,Inf,-4.082538265462401,0.006976832037552061,yes
