contrast,estimate,SE,df,z.ratio,p.value,Sig
fWY2005 - fWY2019,-0.0469098658900009,0.0967913881536211,Inf,-0.48464916956814963,0.9999999999406083,no
fWY2006 - fWY2007,-0.27726635619001655,0.09679050986000845,Inf,-2.8646027032096093,0.31205170159875895,no
fWY2006 - fWY2008,-0.23115942028985909,0.09565302104734398,Inf,-2.4166452638798046,0.6488278457728027,no
fWY2006 - fWY2010,0.014855072463766161,0.09565302104734398,Inf,0.15530165488880443,1,no
fWY2006 - fWY2012,-0.07717391304347898,0.09565302104734398,Inf,-0.8068110363736587,0.9999995279184347,no
fWY2006 - fWY2017,-0.18043478260869644,0.09565302104734397,Inf,-1.886346930113052,0.942038908070179,no
fWY2006 - fWY2019,-0.22734464849869734,0.09679138815362112,Inf,-2.348810703467445,0.6998159436076044,no
fWY2007 - fWY2008,0.046106935900157464,0.09679050986000845,Inf,0.47635802277355044,0.9999999999566204,no
fWY2007 - fWY2009,-0.22885448709421197,0.0979251777740988,Inf,-2.337034175441078,0.7084146666934652,no
fWY2007 - fWY2010,0.2921214286537827,0.09679050986000844,Inf,3.018079242234475,0.22167079605808637,no
fWY2007 - fWY2012,0.20009244314653757,0.09679050986000844,Inf,2.067273366324223,0.873626061208804,no
fWY2007 - fWY2017,0.09683157358132011,0.09679050986000842,Inf,1.000424253590265,0.9999842278633173,no
fWY2007 - fWY2018,-0.2818964741268569,0.0979211461295217,Inf,-2.878811015487793,0.3029000820061061,no
fWY2007 - fWY2019,0.049921707691319206,0.09792114612952171,Inf,0.5098153939628836,0.9999999998509045,no
fWY2008 - fWY2009,-0.27496142299436943,0.09679503065992467,Inf,-2.8406563965086864,0.32781418592424894,no
fWY2008 - fWY2010,0.24601449275362525,0.09565302104734398,Inf,2.571946918768609,0.5270285476478251,no
fWY2008 - fWY2012,0.1539855072463801,0.09565302104734398,Inf,1.609834227506146,0.9887180192586934,no
fWY2008 - fWY2017,0.05072463768116264,0.09565302104734397,Inf,0.5302983337667528,0.9999999996961458,no
fWY2008 - fWY2018,-0.3280034100270144,0.09679138815362112,Inf,-3.38876646242978,0.0813887137762872,no
fWY2008 - fWY2019,0.003814771791161742,0.09679138815362111,Inf,0.03941230582525772,1,no
fWY2009 - fWY2013,-0.2547487219331629,0.09679503065992469,Inf,-2.6318367812515664,0.48011094846411895,no
fWY2009 - fWY2017,0.3256860606755321,0.09679503065992466,Inf,3.3646981508770106,0.08748082417443226,no
fWY2009 - fWY2018,-0.05304198703264492,0.09792636777967993,Inf,-0.5416517352301033,0.9999999995549336,no
fWY2009 - fWY2019,0.2787761947855312,0.09792636777967993,Inf,2.8467939851780986,0.3237343465977628,no
fWY2010 - fWY2012,-0.09202898550724514,0.09565302104734395,Inf,-0.9621126912624633,0.9999915056604709,no
fWY2010 - fWY2017,-0.1952898550724626,0.09565302104734395,Inf,-2.0416485850018566,0.8854831250696722,no
fWY2010 - fWY2019,-0.2421997209624635,0.09679138815362111,Inf,-2.5022858498326275,0.5820430806029231,no
fWY2012 - fWY2017,-0.10326086956521746,0.09565302104734394,Inf,-1.0795358937393935,0.9999487328668827,no
fWY2012 - fWY2019,-0.15017073545521836,0.09679138815362111,Inf,-1.5514886016189473,0.9926513441846954,no
fWY2013 - fWY2014,-0.28260869565217034,0.095653021047344,Inf,-2.9545192881288256,0.2567863296969837,no
fWY2013 - fWY2018,0.20170673490051796,0.09679138815362111,Inf,2.0839326591781275,0.8655292612398913,no
fWY2014 - fWY2016,-0.09311594202898144,0.09565302104734398,Inf,-0.973476226986006,0.9999897586710821,no
fWY2017 - fWY2019,-0.0469098658900009,0.0967913881536211,Inf,-0.48464916956814963,0.9999999999406083,no
fWY2018 - fWY2019,0.33181818181817613,0.0978027955577687,Inf,3.392726965786808,0.08042041879240336,no
fWY2000 - fWY2005,0.4200596625553377,0.10093968837459516,Inf,4.16149157303184,0.005056749632953328,yes
fWY2000 - fWY2006,0.6004944451640342,0.10093968837459519,Inf,5.949041995607829,5.086534377030105e-7,yes
fWY2000 - fWY2008,0.3693350248741751,0.1009396883745952,Inf,3.6589673578498028,0.0339876414440341,yes
fWY2000 - fWY2010,0.6153495176278003,0.10093968837459517,Inf,6.09620980148254,2.0523678145867308e-7,yes
fWY2000 - fWY2011,1.027668358207511,0.10093968837459517,Inf,10.181013779176258,1.8096635301390052e-13,yes
fWY2000 - fWY2012,0.5233205321205552,0.10093968837459517,Inf,5.184487296795203,3.983285390585234e-5,yes
fWY2000 - fWY2014,-0.4429838157055276,0.10093968837459519,Inf,-4.388599002421917,0.0019175166436068425,yes
fWY2000 - fWY2015,-1.3904475838214763,0.10093968837459517,Inf,-13.77503345028583,0,yes
fWY2000 - fWY2016,-0.536099757734509,0.10093968837459517,Inf,-5.31108988314884,2.0174126974192852e-5,yes
fWY2000 - fWY2017,0.4200596625553377,0.10093968837459515,Inf,4.1614915730318405,0.005056749632953217,yes
fWY2000 - fWY2019,0.3731497966653368,0.10204590004054333,Inf,3.65668582977937,0.034255172671000644,yes
fWY2001 - fWY2006,0.4426740286333409,0.09813226910965672,Inf,4.5109935054969545,0.0011077662413813139,yes
fWY2001 - fWY2010,0.45752910109710704,0.09813226910965671,Inf,4.6623715649115045,5.484454491727631e-4,yes
fWY2001 - fWY2011,0.8698479416768177,0.09813226910965671,Inf,8.864035750613457,1.4788170688007085e-13,yes
fWY2001 - fWY2012,0.3655001155898619,0.09813226910965671,Inf,3.7245660260993074,0.027039232587896977,yes
fWY2001 - fWY2014,-0.6008042322362208,0.09813226910965671,Inf,-6.122392131428852,1.7423821141449025e-7,yes
fWY2001 - fWY2015,-1.5482680003521696,0.09813226910965671,Inf,-15.777358603845963,0,yes
fWY2001 - fWY2016,-0.6939201742652024,0.09813226910965671,Inf,-7.071274113612819,2.9162294801210464e-10,yes
fWY2002 - fWY2005,0.34582781588173306,0.09688937422698518,Inf,3.56930590831925,0.04598253636587313,yes
fWY2002 - fWY2006,0.5262625984904296,0.09688937422698521,Inf,5.431582180080354,1.0394932477675312e-5,yes
fWY2002 - fWY2010,0.5411176709541957,0.09688937422698518,Inf,5.584902114100827,4.3746019867674235e-6,yes
fWY2002 - fWY2011,0.9534365115339064,0.0968893742269852,Inf,9.840465160815947,1.9739765377835283e-13,yes
fWY2002 - fWY2012,0.4490886854469505,0.09688937422698518,Inf,4.635066425290963,6.238175699326831e-4,yes
fWY2002 - fWY2014,-0.5172156623791322,0.09688937422698521,Inf,-5.338208307212697,1.740030067987064e-5,yes
fWY2002 - fWY2015,-1.464679430495081,0.0968893742269852,Inf,-15.117028489251457,0,yes
fWY2002 - fWY2016,-0.6103316044081136,0.09688937422698518,Inf,-6.2992625277801295,5.6621830557546105e-08,yes
fWY2002 - fWY2017,0.34582781588173306,0.09688937422698518,Inf,3.56930590831925,0.04598253636587313,yes
fWY2003 - fWY2005,0.41123188405795114,0.09565302104734397,Inf,4.299204348751408,0.0028302157300511555,yes
fWY2003 - fWY2006,0.5916666666666476,0.095653021047344,Inf,6.185551278864458,1.1705197300315717e-7,yes
fWY2003 - fWY2008,0.3605072463767885,0.09565302104734398,Inf,3.7689060149846547,0.02308441986401355,yes
fWY2003 - fWY2010,0.6065217391304137,0.09565302104734398,Inf,6.340852933753263,4.327452052255154e-8,yes
fWY2003 - fWY2011,1.0188405797101243,0.09565302104734398,Inf,10.651420818228456,1.887379141862766e-13,yes
fWY2003 - fWY2012,0.5144927536231686,0.09565302104734398,Inf,5.3787402424908,1.3929067762874503e-5,yes
fWY2003 - fWY2014,-0.45181159420291417,0.095653021047344,Inf,-4.723443015765153,4.099315377782409e-4,yes
fWY2003 - fWY2015,-1.399275362318863,0.09565302104734398,Inf,-14.628658321479298,0,yes
fWY2003 - fWY2016,-0.5449275362318956,0.09565302104734398,Inf,-5.69691924275116,2.2892255372441994e-6,yes
fWY2003 - fWY2017,0.41123188405795114,0.09565302104734397,Inf,4.299204348751408,0.0028302157300511555,yes
fWY2003 - fWY2019,0.36432201816795023,0.09679138815362112,Inf,3.7639920773707836,0.02349580189523881,yes
fWY2004 - fWY2005,0.5844442978909733,0.09574047396383337,Inf,6.104464221806038,1.9492525593634014e-7,yes
fWY2004 - fWY2006,0.7648790804996698,0.0957404739638334,Inf,7.989088092342304,5.273559366969494e-13,yes
fWY2004 - fWY2007,0.4876127243096532,0.0968773631210815,Inf,5.033298890476755,8.777195132536608e-5,yes
fWY2004 - fWY2008,0.5337196602098107,0.09574047396383338,Inf,5.574650282297818,4.6387410147508135e-6,yes
fWY2004 - fWY2010,0.779734152963436,0.09574047396383338,Inf,8.14424788891254,3.149702720861569e-13,yes
fWY2004 - fWY2011,1.1920529935431465,0.09574047396383338,Inf,12.45087834005765,0,yes
fWY2004 - fWY2012,0.6877051674561908,0.09574047396383338,Inf,7.1830140272334155,1.2962286799478306e-10,yes
fWY2004 - fWY2015,-1.2260629484858407,0.09574047396383337,Inf,-12.806109033354009,0,yes
fWY2004 - fWY2016,-0.3717151223988734,0.09574047396383338,Inf,-3.8825285379231707,0.015198757111838934,yes
fWY2004 - fWY2017,0.5844442978909733,0.09574047396383337,Inf,6.104464221806038,1.9492525593634014e-7,yes
fWY2004 - fWY2019,0.5375344320009724,0.0968782638404007,Inf,5.548555586075716,5.38267074756682e-6,yes
fWY2005 - fWY2011,0.6076086956521733,0.09565302104734395,Inf,6.352216469477052,4.01978701436434e-8,yes
fWY2005 - fWY2013,-0.580434782608695,0.09565302104734395,Inf,-6.068128076387737,2.4445283697271947e-7,yes
fWY2005 - fWY2014,-0.8630434782608654,0.09565302104734397,Inf,-9.022647364516564,1.3145040611561853e-13,yes
fWY2005 - fWY2015,-1.810507246376814,0.09565302104734395,Inf,-18.92786267023071,0,yes
fWY2005 - fWY2016,-0.9561594202898467,0.09565302104734395,Inf,-9.996123591502569,1.582067810090848e-13,yes
fWY2005 - fWY2018,-0.37872804770817703,0.0967913881536211,Inf,-3.9128279378231885,0.01355463605643703,yes
fWY2006 - fWY2009,-0.5061208432842286,0.09679503065992469,Inf,-5.228789534272796,3.1455163113647266e-5,yes
fWY2006 - fWY2011,0.42717391304347685,0.09565302104734398,Inf,4.4658695393639976,0.0013589502591759839,yes
fWY2006 - fWY2013,-0.7608695652173914,0.095653021047344,Inf,-7.954475006500785,6.159517340620368e-13,yes
fWY2006 - fWY2014,-1.0434782608695619,0.095653021047344,Inf,-10.908994294629613,1.8252066524837574e-13,yes
fWY2006 - fWY2015,-1.9909420289855104,0.09565302104734398,Inf,-20.814209600343755,0,yes
fWY2006 - fWY2016,-1.1365942028985432,0.09565302104734398,Inf,-11.882470521615618,0,yes
fWY2006 - fWY2018,-0.5591628303168734,0.09679138815362112,Inf,-5.776989471722482,1.4297098522852991e-6,yes
fWY2007 - fWY2011,0.7044402692334935,0.09679050986000845,Inf,7.277989032730073,6.447775646734044e-11,yes
fWY2007 - fWY2013,-0.48360320902737486,0.09679050986000845,Inf,-4.996390759040605,1.0604552729587269e-4,yes
fWY2007 - fWY2014,-0.7662119046795453,0.09679050986000845,Inf,-7.916188330733506,7.464029394554927e-13,yes
fWY2007 - fWY2015,-1.7136756727954938,0.09679050986000844,Inf,-17.70499685634515,0,yes
fWY2007 - fWY2016,-0.8593278467085266,0.09679050986000844,Inf,-8.878224197304085,1.4344081478157023e-13,yes
fWY2008 - fWY2011,0.6583333333333359,0.09565302104734398,Inf,6.882514803243802,1.1163516777656923e-9,yes
fWY2008 - fWY2013,-0.5297101449275323,0.09565302104734398,Inf,-5.537829742620982,5.720863838987178e-6,yes
fWY2008 - fWY2014,-0.8123188405797026,0.09565302104734398,Inf,-8.492349030749807,1.9351187319216478e-13,yes
fWY2008 - fWY2015,-1.7597826086956514,0.09565302104734397,Inf,-18.397564336463955,0,yes
fWY2008 - fWY2016,-0.9054347826086842,0.09565302104734398,Inf,-9.465825257735816,1.724176357242868e-13,yes
fWY2009 - fWY2010,0.5209759157479947,0.09679503065992466,Inf,5.382258905194919,1.3661483405980057e-5,yes
fWY2009 - fWY2011,0.9332947563277054,0.09679503065992467,Inf,9.64196973713146,1.4521717162097048e-13,yes
fWY2009 - fWY2012,0.42894693024074954,0.09679503065992466,Inf,4.4314974365553175,0.0015852772846546292,yes
fWY2009 - fWY2014,-0.5373574175853332,0.09679503065992469,Inf,-5.551497984160577,5.293331304945248e-6,yes
fWY2009 - fWY2015,-1.4848211857012819,0.09679503065992467,Inf,-15.33984932468265,0,yes
fWY2009 - fWY2016,-0.6304733596143146,0.09679503065992466,Inf,-6.513488918965185,1.3920240071740864e-8,yes
fWY2010 - fWY2011,0.4123188405797107,0.09565302104734395,Inf,4.310567884475194,0.0026950231501381428,yes
fWY2010 - fWY2013,-0.7757246376811575,0.09565302104734398,Inf,-8.10977666138959,3.423927807943983e-13,yes
fWY2010 - fWY2014,-1.0583333333333278,0.09565302104734398,Inf,-11.064295949518415,1.021405182655144e-13,yes
fWY2010 - fWY2015,-2.005797101449277,0.09565302104734395,Inf,-20.969511255232568,0,yes
fWY2010 - fWY2016,-1.1514492753623093,0.09565302104734395,Inf,-12.037772176504427,0,yes
fWY2010 - fWY2018,-0.5740179027806396,0.0967913881536211,Inf,-5.930464618087666,5.695186263698915e-7,yes
fWY2011 - fWY2012,-0.5043478260869558,0.09565302104734397,Inf,-5.272680575737657,2.4843048585188043e-5,yes
fWY2011 - fWY2013,-1.1880434782608682,0.09565302104734398,Inf,-12.420344545864785,0,yes
fWY2011 - fWY2014,-1.4706521739130385,0.09565302104734398,Inf,-15.37486383399361,0,yes
fWY2011 - fWY2015,-2.4181159420289875,0.09565302104734395,Inf,-25.280079139707762,0,yes
fWY2011 - fWY2016,-1.56376811594202,0.09565302104734397,Inf,-16.34834006097962,0,yes
fWY2011 - fWY2017,-0.6076086956521733,0.09565302104734395,Inf,-6.352216469477052,4.01978701436434e-8,yes
fWY2011 - fWY2018,-0.9863367433603503,0.0967913881536211,Inf,-10.190335753785241,1.8207657603852567e-13,yes
fWY2011 - fWY2019,-0.6545185615421742,0.09679138815362111,Inf,-6.762156985530202,2.579981006611831e-9,yes
fWY2012 - fWY2013,-0.6836956521739124,0.09565302104734397,Inf,-7.1476639701271285,1.6773993305463364e-10,yes
fWY2012 - fWY2014,-0.9663043478260828,0.09565302104734398,Inf,-10.102183258255954,2.1016521856154213e-13,yes
fWY2012 - fWY2015,-1.9137681159420314,0.09565302104734395,Inf,-20.007398563970103,0,yes
fWY2012 - fWY2016,-1.0594202898550642,0.09565302104734395,Inf,-11.075659485241964,9.769962616701378e-14,yes
fWY2012 - fWY2018,-0.4819889172733945,0.09679138815362111,Inf,-4.979667369873986,1.1547751781559867e-4,yes
fWY2013 - fWY2015,-1.230072463768119,0.09565302104734398,Inf,-12.859734593842969,0,yes
fWY2013 - fWY2016,-0.3757246376811518,0.09565302104734397,Inf,-3.9279955151148322,0.01279361952375524,yes
fWY2013 - fWY2017,0.580434782608695,0.09565302104734397,Inf,6.068128076387736,2.4445283697271947e-7,yes
fWY2013 - fWY2019,0.5335249167186941,0.09679138815362112,Inf,5.512111427433165,6.61769459719963e-6,yes
fWY2014 - fWY2015,-0.9474637681159487,0.09565302104734398,Inf,-9.905215305714144,1.787459069646502e-13,yes
fWY2014 - fWY2017,0.8630434782608654,0.09565302104734397,Inf,9.022647364516564,1.3145040611561853e-13,yes
fWY2014 - fWY2018,0.4843154305526883,0.09679138815362111,Inf,5.003703736369745,1.0215716731887259e-4,yes
fWY2014 - fWY2019,0.8161336123708645,0.09679138815362112,Inf,8.431882504624783,2.0627943797535409e-13,yes
fWY2015 - fWY2016,0.8543478260869672,0.09565302104734395,Inf,8.931739078728139,1.4077627952246985e-13,yes
fWY2015 - fWY2017,1.810507246376814,0.09565302104734395,Inf,18.92786267023071,0,yes
fWY2015 - fWY2018,1.431779198668637,0.0967913881536211,Inf,14.792423437467482,0,yes
fWY2015 - fWY2019,1.763597380486813,0.09679138815362111,Inf,18.220602205722518,0,yes
fWY2016 - fWY2017,0.9561594202898467,0.09565302104734394,Inf,9.99612359150257,1.582067810090848e-13,yes
fWY2016 - fWY2018,0.5774313725816698,0.09679138815362111,Inf,5.965730873341826,4.594068669927509e-7,yes
fWY2016 - fWY2019,0.9092495543998458,0.09679138815362111,Inf,9.393909641596863,1.8918200339612667e-13,yes
fWY2017 - fWY2018,-0.37872804770817703,0.09679138815362108,Inf,-3.912827937823189,0.01355463605643703,yes
