contrast,estimate,SE,df,t.ratio,p.value,Sig
fWY2004 - fWY2015,-1.2235202523523514,0.08984294457801585,5326.002507720744,-13.618434459145512,0,yes
fWY2004 - fWY2016,-0.3691724262653842,0.08984294457801585,5326.002507720744,-4.109086450798708,0.006347435722453554,yes
fWY2004 - fWY2017,0.586986994024463,0.08984294457801585,5326.002507720744,6.533479025887759,1.3314551350340764e-8,yes
fWY2004 - fWY2019,0.5400744894961287,0.09091133663245084,5326.437880358868,5.940672632277072,5.68962345792734e-7,yes
fWY2005 - fWY2009,-0.32577381736485667,0.09083318546401235,5326.4584221739,-3.5865065801741216,0.04370824846067589,yes
fWY2005 - fWY2011,0.6076086956521732,0.08976079772850194,5326.0000487884645,6.769198926796502,2.7209885455903304e-9,yes
fWY2005 - fWY2013,-0.5804347826086951,0.08976079772850194,5326.0000487884645,-6.466461944381632,2.0708522452395073e-8,yes
fWY2005 - fWY2014,-0.8630434782608657,0.08976079772850194,5326.0000487884645,-9.614926561496251,0,yes
fWY2005 - fWY2015,-1.8105072463768144,0.08976079772850194,5326.0000487884645,-20.17035601502815,0,yes
fWY2005 - fWY2016,-0.9561594202898472,0.08976079772850194,5326.0000487884645,-10.652305287904497,0,yes
fWY2005 - fWY2018,-0.3787306863465105,0.09082973202558323,5326.4358271415595,-4.1696774602377635,0.004955999816483425,yes
fWY2006 - fWY2009,-0.506208599973553,0.09083318546401235,5326.4584221739,-5.572947787613486,4.9112609110668615e-6,yes
fWY2006 - fWY2011,0.42717391304347685,0.08976079772850194,5326.0000487884645,4.7590253635617525,3.539503661783572e-4,yes
fWY2006 - fWY2013,-0.7608695652173915,0.08976079772850194,5326.0000487884645,-8.476635507616383,0,yes
fWY2006 - fWY2014,-1.043478260869562,0.08976079772850194,5326.0000487884645,-11.625100124731,0,yes
fWY2006 - fWY2015,-1.9909420289855109,0.08976079772850196,5326.0000487884645,-22.1805295782629,0,yes
fWY2006 - fWY2016,-1.1365942028985436,0.08976079772850197,5326.0000487884645,-12.662478851139243,0,yes
fWY2006 - fWY2018,-0.5591654689552069,0.09082973202558324,5326.4358271415595,-6.156194194184251,1.5115735052528834e-7,yes
fWY2007 - fWY2011,0.7044277226404729,0.09082821737028339,5326.000115857752,7.755604403956332,1.3172796187177482e-12,yes
fWY2007 - fWY2013,-0.4836157556203954,0.09082821737028339,5326.000115857752,-5.3245100434903145,1.9505718811707595e-5,yes
fWY2007 - fWY2014,-0.766224451272566,0.09082821737028339,5326.000115857752,-8.435973681492229,0,yes
fWY2007 - fWY2015,-1.7136882193885148,0.09082821737028339,5326.000115857752,-18.86735498069115,0,yes
fWY2007 - fWY2016,-0.8593403933015475,0.09082821737028339,5326.000115857752,-9.461161059654367,0,yes
fWY2008 - fWY2011,0.6583333333333359,0.08976079772850194,5326.0000487884645,7.33430796063763,4.799538544375537e-11,yes
fWY2008 - fWY2013,-0.5297101449275323,0.08976079772850194,5326.0000487884645,-5.901352910540503,7.210545710512051e-7,yes
fWY2008 - fWY2014,-0.812318840579703,0.08976079772850194,5326.0000487884645,-9.049817527655124,0,yes
fWY2008 - fWY2015,-1.7597826086956518,0.08976079772850194,5326.0000487884645,-19.605246981187026,0,yes
fWY2008 - fWY2016,-0.9054347826086846,0.08976079772850194,5326.0000487884645,-10.08719625406337,0,yes
fWY2008 - fWY2018,-0.3280060486653479,0.09082973202558324,5326.4358271415595,-3.6112189406543798,0.040247285983096126,yes
fWY2009 - fWY2010,0.5210636724373192,0.09083318546401235,5326.4584221739,5.736490136017106,1.914676675540683e-6,yes
fWY2009 - fWY2011,0.9333825130170299,0.09083318546401235,5326.4584221739,10.275787513659656,0,yes
fWY2009 - fWY2012,0.42903468693007396,0.09083318546401235,5326.4584221739,4.723325343467728,4.201000878436556e-4,yes
fWY2009 - fWY2014,-0.537269660896009,0.09083318546401235,5326.4584221739,-5.914904978300828,6.646272210364401e-7,yes
fWY2009 - fWY2015,-1.4847334290119578,0.09083318546401237,5326.4584221739,-16.34571573624049,0,yes
fWY2009 - fWY2016,-0.6303856029249906,0.09083318546401237,5326.4584221739,-6.940036284148,8.273493001809129e-10,yes
fWY2009 - fWY2017,0.32577381736485667,0.09083318546401237,5326.4584221739,3.5865065801741207,0.04370824846067556,yes
fWY2010 - fWY2011,0.4123188405797107,0.08976079772850194,5326.0000487884645,4.5935291465083115,7.738077265753152e-4,yes
fWY2010 - fWY2013,-0.7757246376811576,0.08976079772850194,5326.0000487884645,-8.642131724669824,0,yes
fWY2010 - fWY2014,-1.0583333333333282,0.08976079772850194,5326.0000487884645,-11.790596341784441,0,yes
fWY2010 - fWY2015,-2.005797101449277,0.08976079772850194,5326.0000487884645,-22.34602579531634,0,yes
fWY2010 - fWY2016,-1.1514492753623098,0.08976079772850194,5326.0000487884645,-12.827975068192687,0,yes
fWY2010 - fWY2018,-0.5740205414189731,0.09082973202558323,5326.4358271415595,-6.31974276063364,5.3631907803719514e-8,yes
fWY2011 - fWY2012,-0.5043478260869559,0.08976079772850194,5326.0000487884645,-5.618798393619994,3.7816192436368468e-6,yes
fWY2011 - fWY2013,-1.1880434782608682,0.08976079772850194,5326.0000487884645,-13.235660871178133,0,yes
fWY2011 - fWY2014,-1.470652173913039,0.08976079772850194,5326.0000487884645,-16.384125488292753,0,yes
fWY2011 - fWY2015,-2.4181159420289875,0.08976079772850194,5326.0000487884645,-26.939554941824653,0,yes
fWY2011 - fWY2016,-1.5637681159420205,0.08976079772850194,5326.0000487884645,-17.421504214701,0,yes
fWY2011 - fWY2017,-0.6076086956521732,0.08976079772850196,5326.0000487884645,-6.769198926796501,2.7209885455903304e-9,yes
fWY2011 - fWY2018,-0.9863393819986838,0.09082973202558324,5326.4358271415595,-10.859212726961145,0,yes
fWY2011 - fWY2019,-0.6545212001805076,0.09082973202558324,5326.4358271415595,-7.206023683920527,1.21417320642081e-10,yes
fWY2012 - fWY2013,-0.6836956521739124,0.08976079772850194,5326.0000487884645,-7.61686247755814,5.112466006096383e-12,yes
fWY2012 - fWY2014,-0.966304347826083,0.08976079772850194,5326.0000487884645,-10.76532709467276,0,yes
fWY2012 - fWY2015,-1.9137681159420317,0.08976079772850194,5326.0000487884645,-21.32075654820466,0,yes
fWY2012 - fWY2016,-1.0594202898550646,0.08976079772850194,5326.0000487884645,-11.802705821081005,0,yes
fWY2012 - fWY2018,-0.4819915559117278,0.09082973202558324,5326.4358271415595,-5.306539446532434,2.1499139660874356e-5,yes
fWY2013 - fWY2015,-1.2300724637681195,0.08976079772850196,5326.0000487884645,-13.70389407064652,0,yes
fWY2013 - fWY2016,-0.37572463768115216,0.08976079772850197,5326.0000487884645,-4.185843343522864,0.004635723745999187,yes
fWY2013 - fWY2017,0.5804347826086951,0.08976079772850194,5326.0000487884645,6.466461944381632,2.0708522452395073e-8,yes
fWY2013 - fWY2019,0.5335222780803607,0.09082973202558325,5326.4358271415595,5.873872642606585,8.501080083211932e-7,yes
fWY2014 - fWY2015,-0.9474637681159488,0.08976079772850194,5326.0000487884645,-10.555429453531902,0,yes
fWY2014 - fWY2017,0.8630434782608657,0.08976079772850196,5326.0000487884645,9.61492656149625,0,yes
fWY2014 - fWY2018,0.48431279191435517,0.09082973202558325,5326.4358271415595,5.332095351530299,1.8718844436049764e-5,yes
fWY2014 - fWY2019,0.8161309737325313,0.09082973202558324,5326.4358271415595,8.985284394570916,0,yes
fWY2015 - fWY2016,0.8543478260869672,0.08976079772850197,5326.0000487884645,9.518050727123653,0,yes
fWY2015 - fWY2017,1.8105072463768144,0.08976079772850194,5326.0000487884645,20.17035601502815,0,yes
fWY2015 - fWY2018,1.4317765600303038,0.09082973202558324,5326.4358271415595,15.763302699462193,0,yes
fWY2015 - fWY2019,1.76359474184848,0.09082973202558325,5326.4358271415595,19.416491742502807,0,yes
fWY2016 - fWY2017,0.9561594202898472,0.08976079772850196,5326.0000487884645,10.652305287904495,0,yes
fWY2016 - fWY2018,0.5774287339433367,0.09082973202558324,5326.4358271415595,6.357265633908259,4.2129059241169386e-8,yes
fWY2016 - fWY2019,0.9092469157615128,0.09082973202558325,5326.4358271415595,10.010454676948875,0,yes
fWY2017 - fWY2018,-0.3787306863465105,0.09082973202558325,5326.4358271415595,-4.169677460237763,0.004955999816483647,yes
fWY2018 - fWY2019,0.33181818181817624,0.09177814619151198,5326.000048790561,3.615437831199778,0.03968082799429806,yes
