contrast,estimate,SE,df,z.ratio,p.value,Sig
fWY2004 - fWY2017,0.7020739812541701,0.09661025034824344,Inf,7.267075478258867,6.989542278290628e-11,yes
fWY2004 - fWY2019,0.6406121621999367,0.09775846178609836,Inf,6.553009841763225,1.0692467466988376e-8,yes
fWY2005 - fWY2009,-0.37510444234952456,0.0976743943478025,Inf,-3.840355958736116,0.01778669582289627,yes
fWY2005 - fWY2011,0.644927536231874,0.09652191953959643,Inf,6.68166919294745,4.4818574407301526e-9,yes
fWY2005 - fWY2013,-0.6231884057970981,0.09652191953959642,Inf,-6.456444388690861,2.031569568128333e-8,yes
fWY2005 - fWY2014,-0.9311594202898417,0.09652191953959642,Inf,-9.647129115660094,1.4521717162097048e-13,yes
fWY2005 - fWY2015,-1.912681159420282,0.09652191953959642,Inf,-19.816029027848312,0,yes
fWY2005 - fWY2016,-1.0155797101449346,0.09652191953959642,Inf,-10.521752105523667,1.942890293094024e-13,yes
fWY2005 - fWY2018,-0.37351715502260996,0.09767071412823207,Inf,-3.8242492476528693,0.018875209394825565,yes
fWY2006 - fWY2009,-0.5736551669872162,0.09767439434780249,Inf,-5.8731376919986245,8.054317982564285e-7,yes
fWY2006 - fWY2011,0.4463768115941824,0.09652191953959643,Inf,4.624615980736522,6.551832385355283e-4,yes
fWY2006 - fWY2013,-0.8217391304347897,0.096521919539596407,Inf,-8.513497600901792,1.9118040484045196e-13,yes
fWY2006 - fWY2014,-1.1297101449275333,0.096521919539596407,Inf,-11.704182327871026,0,yes
fWY2006 - fWY2015,-2.1112318840579736,0.096521919539596407,Inf,-21.873082240059244,0,yes
fWY2006 - fWY2016,-1.2141304347826263,0.096521919539596407,Inf,-12.578805317734599,0,yes
fWY2006 - fWY2018,-0.5720678796603016,0.09767071412823206,Inf,-5.857107575861815,8.868722098931414e-7,yes
fWY2007 - fWY2011,0.7753083171887012,0.09766974115428621,Inf,7.938060529555084,6.685763054292693e-13,yes
fWY2007 - fWY2013,-0.4928076248402709,0.0976697411542862,Inf,-5.045653024326094,8.236054397381398e-5,yes
fWY2007 - fWY2014,-0.8007786393330145,0.09766974115428621,Inf,-8.198840601697167,2.7844393457598926e-13,yes
fWY2007 - fWY2015,-1.7823003784634548,0.09766974115428623,Inf,-18.248234892401356,0,yes
fWY2007 - fWY2016,-0.8851989291881075,0.09766974115428621,Inf,-9.063184961141475,2.637889906509372e-13,yes
fWY2008 - fWY2011,0.7597826086956481,0.09652191953959643,Inf,7.871606908770194,9.569012249244224e-13,yes
fWY2008 - fWY2013,-0.5083333333333242,0.09652191953959642,Inf,-5.266506672868118,2.5684700623584966e-5,yes
fWY2008 - fWY2014,-0.8163043478260678,0.096521919539596407,Inf,-8.457191399837354,2.0095036745715333e-13,yes
fWY2008 - fWY2015,-1.797826086956508,0.09652191953959642,Inf,-18.62609131202557,0,yes
fWY2008 - fWY2016,-0.9007246376811606,0.096521919539596407,Inf,-9.331814389700925,1.9872992140790302e-13,yes
fWY2009 - fWY2010,0.5562638626393831,0.09767439434780249,Inf,5.695083817552211,2.3138848038728455e-6,yes
fWY2009 - fWY2011,1.0200319785813985,0.0976743943478025,Inf,10.44318713612118,1.9562129693895258e-13,yes
fWY2009 - fWY2012,0.4555392249582033,0.09767439434780249,Inf,4.663855128050273,5.446083286951842e-4,yes
fWY2009 - fWY2014,-0.5560549779403172,0.09767439434780248,Inf,-5.69294523557829,2.3429421597276345e-6,yes
fWY2009 - fWY2015,-1.5375767170707575,0.09767439434780248,Inf,-15.741860774643754,0,yes
fWY2009 - fWY2016,-0.6404752677954101,0.09767439434780248,Inf,-6.5572484177867825,1.0393235383432398e-8,yes
fWY2009 - fWY2017,0.4236551669872045,0.09767439434780248,Inf,4.337423024898809,0.002399121433239615,yes
fWY2009 - fWY2019,0.3621933479329711,0.09881609544017417,Inf,3.665327458240367,0.03325148482454621,yes
fWY2010 - fWY2011,0.4637681159420155,0.09652191953959643,Inf,4.804795824141921,2.763474663471932e-4,yes
fWY2010 - fWY2013,-0.8043478260869567,0.09652191953959642,Inf,-8.33331775749639,2.291500322826323e-13,yes
fWY2010 - fWY2014,-1.1123188405797002,0.096521919539596407,Inf,-11.524002484465626,0,yes
fWY2010 - fWY2015,-2.0938405797101405,0.09652191953959642,Inf,-21.692902396653842,0,yes
fWY2010 - fWY2016,-1.1967391304347932,0.096521919539596407,Inf,-12.398625474329197,0,yes
fWY2010 - fWY2018,-0.5546765753124685,0.09767071412823206,Inf,-5.679046992368998,2.540590989807967e-6,yes
fWY2011 - fWY2012,-0.5644927536231953,0.09652191953959643,Inf,-5.848337417197986,9.347598380893274e-7,yes
fWY2011 - fWY2013,-1.268115942028972,0.09652191953959642,Inf,-13.138113581638311,0,yes
fWY2011 - fWY2014,-1.5760869565217157,0.09652191953959643,Inf,-16.328798308607546,0,yes
fWY2011 - fWY2015,-2.557608695652156,0.09652191953959642,Inf,-26.497698220795765,0,yes
fWY2011 - fWY2016,-1.6605072463768087,0.09652191953959643,Inf,-17.203421298471117,0,yes
fWY2011 - fWY2017,-0.5963768115941941,0.09652191953959643,Inf,-6.17866713010759,1.222625505281627e-7,yes
fWY2011 - fWY2018,-1.018444691254484,0.09767071412823207,Inf,-10.427329218842058,2.049471703458039e-13,yes
fWY2011 - fWY2019,-0.6578386306484275,0.09767071412823206,Inf,-6.735269998996322,3.1048762449970013e-9,yes
fWY2012 - fWY2013,-0.7036231884057769,0.096521919539596407,Inf,-7.289776164440326,5.909039924034687e-11,yes
fWY2012 - fWY2014,-1.0115942028985205,0.096521919539596407,Inf,-10.480460891409562,1.794120407794253e-13,yes
fWY2012 - fWY2015,-1.9931159420289606,0.096521919539596407,Inf,-20.64936080359778,0,yes
fWY2012 - fWY2016,-1.0960144927536133,0.096521919539596407,Inf,-11.355083881273131,0,yes
fWY2012 - fWY2018,-0.4539519376312887,0.09767071412823206,Inf,-4.647779446306642,5.875787878082406e-4,yes
fWY2013 - fWY2015,-1.289492753623184,0.096521919539596407,Inf,-13.359584639157454,0,yes
fWY2013 - fWY2016,-0.39239130434783653,0.096521919539596407,Inf,-4.065307716832806,0.00747650367414332,yes
fWY2013 - fWY2017,0.6717391304347781,0.096521919539596407,Inf,6.959446451530722,6.486647885495245e-10,yes
fWY2013 - fWY2019,0.6102773113805446,0.09767071412823206,Inf,6.248314214016194,7.852129502161631e-8,yes
fWY2014 - fWY2015,-0.9815217391304403,0.096521919539596407,Inf,-10.16889991218822,1.8529622280993863e-13,yes
fWY2014 - fWY2017,0.9797101449275216,0.096521919539596407,Inf,10.150131178499956,1.9351187319216478e-13,yes
fWY2014 - fWY2018,0.5576422652672317,0.09767071412823206,Inf,5.709411160187711,2.1280392996647635e-6,yes
fWY2014 - fWY2019,0.9182483258732883,0.09767071412823206,Inf,9.40147038003345,1.8474111129762605e-13,yes
fWY2015 - fWY2016,0.8971014492753473,0.096521919539596407,Inf,9.294276922324647,2.0938806244430452e-13,yes
fWY2015 - fWY2017,1.961231884057962,0.096521919539596407,Inf,20.319031090688174,0,yes
fWY2015 - fWY2018,1.539164004397672,0.09767071412823206,Inf,15.75870534105956,0,yes
fWY2015 - fWY2019,1.8997700650037284,0.09767071412823206,Inf,19.4507645609053,0,yes
fWY2016 - fWY2017,1.0641304347826146,0.096521919539596407,Inf,11.024754168363529,1.2878587085651816e-13,yes
fWY2016 - fWY2018,0.6420625551223247,0.09767071412823206,Inf,6.573746909225621,9.30452004332949e-9,yes
fWY2016 - fWY2019,1.002668615728381,0.09767071412823206,Inf,10.265806129071358,2.2237767183241886e-13,yes
fWY2017 - fWY2018,-0.4220678796602899,0.09767071412823206,Inf,-4.32133504323677,0.002572511684435397,yes
fWY2018 - fWY2019,0.3606060606060565,0.09869122229712024,Inf,3.6538817963001233,0.03458649339812225,yes
