contrast,estimate,SE,df,z.ratio,p.value,Sig
fWY2000 - fWY2007,0.30571762430694016,0.100089257463177,Inf,3.0544499185580847,0.20309273471489564,no
fWY2000 - fWY2009,0.08143576316451398,0.09995449933088393,Inf,0.8147283384906312,0.9999994437284465,no
fWY2000 - fWY2013,-0.17565819682652578,0.09900643945420007,Inf,-1.774209817006746,0.967920270465916,no
fWY2000 - fWY2018,-0.0069412313509062615,0.1000921277488598,Inf,-0.06934842436682372,1,no
fWY2000 - fWY2019,0.2934375565278824,0.10009212774885977,Inf,2.9316746793928075,0.27021968070075375,no
fWY2001 - fWY2002,-0.12907204564697805,0.09730663599166892,Inf,-1.3264464887885836,0.9989983239935805,no
fWY2001 - fWY2003,-0.24028292532246964,0.0962514953356813,Inf,-2.496407193306166,0.58667636704502,no
fWY2001 - fWY2005,0.15319533554710346,0.09625149533568131,Inf,1.5916151225789066,0.9900971052419429,no
fWY2001 - fWY2006,0.331456205112297,0.0962514953356813,Inf,3.443647331985119,0.06879487923857763,no
fWY2001 - fWY2007,0.10377405523128758,0.09735178332790419,Inf,1.0659697407057418,0.9999577404512683,no
fWY2001 - fWY2008,0.16116635003985325,0.0962514953356813,Inf,1.6744295709669608,0.9825180292745324,no
fWY2001 - fWY2009,-0.1205078059111386,0.09722626220364093,Inf,-1.239457356272057,0.9996085157159706,no
fWY2001 - fWY2012,0.29449968337318055,0.09625149533568132,Inf,3.0596894349131922,0.2005076574222906,no
fWY2001 - fWY2017,0.15065910366304303,0.09625149533568131,Inf,1.565265070819033,0.9918444779719156,no
fWY2001 - fWY2018,-0.20888480042655885,0.0973540016749161,Inf,-2.1456211027058316,0.8329272598838107,no
fWY2001 - fWY2019,0.09149398745222981,0.09735400167491608,Inf,0.9398071561325851,0.9999941676358577,no
fWY2002 - fWY2003,-0.11121087967549162,0.095031588048987925,Inf,-1.1702517232287375,0.9998288322659974,no
fWY2002 - fWY2004,-0.25379757672576775,0.09511679242107893,Inf,-2.668273080553581,0.45202421118112035,no
fWY2002 - fWY2005,0.2822673811940815,0.095031588048987925,Inf,2.970247966903123,0.24778504516329125,no
fWY2002 - fWY2007,0.23284610087826563,0.0961394763339478,Inf,2.4219614018850795,0.6447439374350667,no
fWY2002 - fWY2008,0.2902383956868313,0.095031588048987925,Inf,3.0541254928541868,0.20325355511212995,no
fWY2002 - fWY2009,0.008564239735839432,0.09613408561124129,Inf,0.08908640136727931,1,no
fWY2002 - fWY2013,-0.24852972025520031,0.095031588048987925,Inf,-2.6152327384772893,0.493042720503829,no
fWY2002 - fWY2017,0.2797311493100211,0.095031588048987925,Inf,2.9435596631913823,0.26317806697081747,no
fWY2002 - fWY2018,-0.0798127547795808,0.09614136887214822,Inf,-0.830160374414039,0.999999238380666,no
fWY2002 - fWY2019,0.22056603309920786,0.09614136887214822,Inf,2.29418444616202,0.7389289398261505,no
fWY2003 - fWY2004,-0.1425866970502761,0.09390403484859026,Inf,-1.5184299298766146,0.9943208807318573,no
fWY2003 - fWY2009,0.11977511941133105,0.09493909698010305,Inf,1.2615995224436676,0.9994976824773066,no
fWY2003 - fWY2013,-0.13731884057970872,0.09381825555122122,Inf,-1.4636686620626602,0.9963858405377309,no
fWY2003 - fWY2018,0.03139812489591081,0.09493548762860302,Inf,0.3307311699787478,1,no
fWY2003 - fWY2019,0.33177691277469945,0.09493548762860299,Inf,3.4947617699362703,0.05857056519316872,no
fWY2004 - fWY2009,0.26236181646160717,0.09502431563164919,Inf,2.7609966429921213,0.3830903154496115,no
fWY2004 - fWY2013,0.005267856470567406,0.09390403484859028,Inf,0.056098297363486385,1,no
fWY2004 - fWY2014,-0.2552393899062464,0.09390403484859028,Inf,-2.718087570121894,0.41446388143275503,no
fWY2004 - fWY2018,0.17398482194618692,0.09502070083783537,Inf,1.83102019256955,0.9562184530857789,no
fWY2005 - fWY2006,0.17826086956519355,0.09381825555122124,Inf,1.9000659148673875,0.9380646501721509,no
fWY2005 - fWY2007,-0.049421280315815885,0.09493392576416698,Inf,-0.5205860804554451,0.9999999997823675,no
fWY2005 - fWY2008,0.007971014492749784,0.09381825555122124,Inf,0.08496229700623574,1,no
fWY2005 - fWY2009,-0.27370314145824204,0.09493909698010307,Inf,-2.8829339035698176,0.3002731192916803,no
fWY2005 - fWY2010,0.21594202898550868,0.09381825555122124,Inf,2.301705864351874,0.7336663169433336,no
fWY2005 - fWY2012,0.1413043478260771,0.09381825555122124,Inf,1.5061498105657085,0.9948540249473754,no
fWY2005 - fWY2017,-0.002536231884060436,0.09381825555122124,Inf,-0.02703345813838703,1,no
fWY2005 - fWY2019,-0.061701348094873654,0.09493548762860302,Inf,-0.6499292270584358,0.9999999886023294,no
fWY2006 - fWY2007,-0.22768214988100943,0.09493392576416698,Inf,-2.398322286245836,0.6628169255843867,no
fWY2006 - fWY2008,-0.17028985507244376,0.09381825555122124,Inf,-1.815103617861152,0.959775127134711,no
fWY2006 - fWY2010,0.037681159420315136,0.09381825555122124,Inf,0.4016399494844864,0.9999999999981974,no
fWY2006 - fWY2012,-0.036956521739116455,0.09381825555122125,Inf,-0.3939161043016791,0.9999999999987401,no
fWY2006 - fWY2017,-0.18079710144925398,0.09381825555122124,Inf,-1.9270993730057746,0.9296749767807306,no
fWY2006 - fWY2019,-0.2399622176600672,0.09493548762860299,Inf,-2.52763454061376,0.5620291325759075,no
fWY2007 - fWY2008,0.05739229480856567,0.09493392576416698,Inf,0.604549894535474,0.9999999968263524,no
fWY2007 - fWY2009,-0.22428186114242618,0.09604756904326664,Inf,-2.3351123133724885,0.7098097479313263,no
fWY2007 - fWY2010,0.26536330930132457,0.09493392576416698,Inf,2.795242134624612,0.35881896841459526,no
fWY2007 - fWY2012,0.19072562814189298,0.09493392576416698,Inf,2.0090355118747527,0.8995238205807627,no
fWY2007 - fWY2017,0.04688504843175545,0.09493392576416698,Inf,0.4938703214299425,0.9999999999163396,no
fWY2007 - fWY2018,-0.3126588556578464,0.09604357348876562,Inf,-3.2553854911949798,0.11995992893899443,no
fWY2007 - fWY2019,-0.012280067779057768,0.09604357348876562,Inf,-0.12785933855839077,1,no
fWY2008 - fWY2009,-0.2816741559509919,0.09493909698010305,Inf,-2.966893144244083,0.2496878937946998,no
fWY2008 - fWY2010,0.2079710144927589,0.09381825555122124,Inf,2.216743567345638,0.7904587308751323,no
fWY2008 - fWY2012,0.1333333333333273,0.09381825555122125,Inf,1.4211875135594725,0.9975117286571806,no
fWY2008 - fWY2017,-0.01050724637681022,0.09381825555122124,Inf,-0.11199575514462277,1,no
fWY2008 - fWY2019,-0.06967236258762344,0.09493548762860299,Inf,-0.7338916597783604,0.9999999057777507,no
fWY2009 - fWY2013,-0.2570939599910398,0.09493909698010307,Inf,-2.707988259514628,0.42198795880959583,no
fWY2009 - fWY2017,0.27116690957418166,0.09493909698010307,Inf,2.856219599718877,0.317522042417943,no
fWY2009 - fWY2018,-0.08837699451542025,0.09604943652635367,Inf,-0.9201198644322262,0.9999958566852132,no
fWY2009 - fWY2019,0.2120017933633684,0.09604943652635364,Inf,2.207215378147484,0.796434499540754,no
fWY2010 - fWY2012,-0.07463768115943159,0.09381825555122124,Inf,-0.7955560537861656,0.9999996274477194,no
fWY2010 - fWY2017,-0.21847826086956912,0.09381825555122124,Inf,-2.328739322490261,0.7144189678712146,no
fWY2010 - fWY2019,-0.27764337708038234,0.09493548762860302,Inf,-2.924547858926586,0.2744967636917619,no
fWY2012 - fWY2017,-0.14384057971013753,0.09381825555122125,Inf,-1.5331832687040952,0.9936199414322819,no
fWY2012 - fWY2019,-0.20300569592095075,0.09493548762860302,Inf,-2.138354170730434,0.836978420799946,no
fWY2013 - fWY2014,-0.2605072463768138,0.09381825555122124,Inf,-2.7767223430687924,0.3718547777393699,no
fWY2013 - fWY2018,0.1687169654756195,0.094935487628603,Inf,1.7771748972908523,0.9673758304204428,no
fWY2014 - fWY2016,-0.09710144927533654,0.09381825555122122,Inf,-1.0349952544398229,0.9999731813303738,no
fWY2017 - fWY2019,-0.05916511621081322,0.09493548762860302,Inf,-0.6232139075566029,0.9999999945608142,no
fWY2018 - fWY2019,0.30037878787878863,0.09592679422765996,Inf,3.1313335371753315,0.16744939290032723,no
fWY2000 - fWY2005,0.35513890462275605,0.09900643945420007,Inf,3.5870283446264293,0.04335741522712944,yes
fWY2000 - fWY2006,0.5333997741879496,0.09900643945420007,Inf,5.387526075358946,1.327018605024044e-5,yes
fWY2000 - fWY2008,0.36310991911550583,0.09900643945420007,Inf,3.667538405756717,0.03299886664899698,yes
fWY2000 - fWY2010,0.5710809336082647,0.09900643945420007,Inf,5.768119091611654,1.5067304069971144e-6,yes
fWY2000 - fWY2011,0.9475302089705654,0.09900643945420007,Inf,9.570389705902802,1.5698553568199713e-13,yes
fWY2000 - fWY2012,0.49644325244883314,0.09900643945420008,Inf,5.014252155573027,9.678837119875272e-5,yes
fWY2000 - fWY2014,-0.43616544320333955,0.09900643945420007,Inf,-4.405424996675168,0.0017800922631030502,yes
fWY2000 - fWY2015,-1.3669625446525973,0.09900643945420007,Inf,-13.806804407757214,0,yes
fWY2000 - fWY2016,-0.5332668924786761,0.09900643945420004,Inf,-5.386183923171615,1.3368854007600461e-5,yes
fWY2000 - fWY2017,0.3526026727386956,0.09900643945420007,Inf,3.5614115069940278,0.04719521730835874,yes
fWY2001 - fWY2004,-0.3828696223727458,0.09633610454420903,Inf,-3.974310817156255,0.010703526677924846,yes
fWY2001 - fWY2010,0.36913736453261214,0.09625149533568131,Inf,3.8351338152745513,0.018133278905007932,yes
fWY2001 - fWY2011,0.7455866398949128,0.0962514953356813,Inf,7.746234355057517,1.91358040524392e-12,yes
fWY2001 - fWY2013,-0.37760176590217837,0.09625149533568131,Inf,-3.9230742814464925,0.013036182589393985,yes
fWY2001 - fWY2014,-0.6381090122789921,0.09625149533568131,Inf,-6.629601026493759,6.384622719401989e-9,yes
fWY2001 - fWY2015,-1.5689061137282498,0.09625149533568131,Inf,-16.300070022357794,0,yes
fWY2001 - fWY2016,-0.7352104615543287,0.0962514953356813,Inf,-7.638431579584816,4.294009592342718e-12,yes
fWY2002 - fWY2006,0.46052825075927506,0.095031588048987925,Inf,4.846054456354838,2.2561611350169208e-4,yes
fWY2002 - fWY2010,0.4982094101795902,0.095031588048987925,Inf,5.242566397214869,2.92157899521861e-5,yes
fWY2002 - fWY2011,0.8746586855418909,0.095031588048987925,Inf,9.203873190996369,2.2637447472106942e-13,yes
fWY2002 - fWY2012,0.4235717290201586,0.095031588048987925,Inf,4.457167745127138,0.0014131835956315841,yes
fWY2002 - fWY2014,-0.5090369666320141,0.095031588048987925,Inf,-5.356502791152034,1.5740989046220122e-5,yes
fWY2002 - fWY2015,-1.4398340680812718,0.095031588048987925,Inf,-15.151110253351236,0,yes
fWY2002 - fWY2016,-0.6061384159073506,0.095031588048987925,Inf,-6.37828356182885,3.3925025233472184e-8,yes
fWY2003 - fWY2005,0.3934782608695731,0.09381825555122122,Inf,4.194047934037196,0.004417942972635869,yes
fWY2003 - fWY2006,0.5717391304347667,0.09381825555122124,Inf,6.094113848904583,2.0793853816591934e-7,yes
fWY2003 - fWY2007,0.3440569805537572,0.09493392576416698,Inf,3.6241731054971527,0.03827237329312094,yes
fWY2003 - fWY2008,0.4014492753623229,0.09381825555122124,Inf,4.279010231043431,0.00308620268474602,yes
fWY2003 - fWY2010,0.6094202898550818,0.09381825555122124,Inf,6.49575379838907,1.5661798080657263e-8,yes
fWY2003 - fWY2011,0.9858695652173824,0.09381825555122124,Inf,10.508291370639851,2.0183854587685346e-13,yes
fWY2003 - fWY2012,0.5347826086956502,0.09381825555122124,Inf,5.700197744602904,2.245811237977513e-6,yes
fWY2003 - fWY2014,-0.3978260869565225,0.09381825555122124,Inf,-4.240391005131452,0.0036368672082282005,yes
fWY2003 - fWY2015,-1.3286231884057802,0.09381825555122124,Inf,-14.161670141909662,0,yes
fWY2003 - fWY2016,-0.49492753623185903,0.09381825555122122,Inf,-5.275386259571276,2.4482634592315478e-5,yes
fWY2003 - fWY2017,0.39094202898551267,0.09381825555122124,Inf,4.167014475898808,0.004942685909509081,yes
fWY2004 - fWY2005,0.5360649579198492,0.09390403484859028,Inf,5.708646692170297,2.137578718475197e-6,yes
fWY2004 - fWY2006,0.7143258274850428,0.09390403484859028,Inf,7.6069769380710115,5.447198248020868e-12,yes
fWY2004 - fWY2007,0.4866436776040334,0.09501911706178982,Inf,5.121534409623852,5.551404793024961e-5,yes
fWY2004 - fWY2008,0.544035972412599,0.09390403484859026,Inf,5.7935313779625774,1.2961639896946764e-6,yes
fWY2004 - fWY2010,0.7520069869053579,0.09390403484859028,Inf,8.008249998180428,4.85944617878431e-13,yes
fWY2004 - fWY2011,1.1284562622676586,0.09390403484859026,Inf,12.01712220446297,0,yes
fWY2004 - fWY2012,0.6773693057459264,0.09390403484859029,Inf,7.213420667579495,1.0374823222747409e-10,yes
fWY2004 - fWY2015,-1.1860364913555042,0.09390403484859028,Inf,-12.630303833779399,0,yes
fWY2004 - fWY2016,-0.3523408391815829,0.09390403484859026,Inf,-3.752137378864423,0.0245151871432272,yes
fWY2004 - fWY2017,0.5335287260357888,0.09390403484859028,Inf,5.681637928509079,2.502558184902526e-6,yes
fWY2004 - fWY2019,0.4743636098249756,0.09502070083783536,Inf,4.992213335013558,1.0832992584841605e-4,yes
fWY2005 - fWY2011,0.5923913043478093,0.09381825555122124,Inf,6.314243436602655,5.140623815513834e-8,yes
fWY2005 - fWY2013,-0.5307971014492818,0.09381825555122124,Inf,-5.6577165960998554,2.8757469086038157e-6,yes
fWY2005 - fWY2014,-0.7913043478260956,0.09381825555122124,Inf,-8.434438939168649,2.0528023725319144e-13,yes
fWY2005 - fWY2015,-1.7221014492753532,0.09381825555122124,Inf,-18.355718075946857,0,yes
fWY2005 - fWY2016,-0.8884057971014321,0.09381825555122124,Inf,-9.469434193608471,1.729727472365994e-13,yes
fWY2005 - fWY2018,-0.3620801359736623,0.094935487628603,Inf,-3.8139598270159576,0.019601466047758587,yes
fWY2006 - fWY2009,-0.45196401102343564,0.09493909698010305,Inf,-4.760567831376744,3.427374137420225e-4,yes
fWY2006 - fWY2011,0.4141304347826158,0.09381825555122124,Inf,4.414177521735268,0.0017123157714445947,yes
fWY2006 - fWY2013,-0.7090579710144753,0.09381825555122124,Inf,-7.557782510967243,7.911338251176403e-12,yes
fWY2006 - fWY2014,-0.9695652173912892,0.09381825555122124,Inf,-10.334504854036036,1.9384494009955233e-13,yes
fWY2006 - fWY2015,-1.9003623188405467,0.09381825555122124,Inf,-20.255783990814244,0,yes
fWY2006 - fWY2016,-1.0666666666666256,0.09381825555122122,Inf,-11.36950010847586,0,yes
fWY2006 - fWY2018,-0.5403410055388559,0.09493548762860302,Inf,-5.691665140571281,2.3605041010732464e-6,yes
fWY2007 - fWY2011,0.6418125846636252,0.09493392576416698,Inf,6.7606240814058784,2.607417504130183e-9,yes
fWY2007 - fWY2013,-0.48137582113346594,0.09493392576416698,Inf,-5.0706406298765145,7.237728911746455e-5,yes
fWY2007 - fWY2014,-0.7418830675102797,0.09493392576416698,Inf,-7.814730735493349,1.1590728377086634e-12,yes
fWY2007 - fWY2015,-1.6726801689595374,0.09493392576416698,Inf,-17.619414297843083,0,yes
fWY2007 - fWY2016,-0.8389845167856163,0.09493392576416697,Inf,-8.83756265246847,1.503241975342462e-13,yes
fWY2008 - fWY2011,0.5844202898550596,0.09381825555122124,Inf,6.22928113959642,8.866432621434939e-8,yes
fWY2008 - fWY2013,-0.5387681159420317,0.09381825555122124,Inf,-5.742678893106092,1.7506453402482691e-6,yes
fWY2008 - fWY2014,-0.7992753623188453,0.09381825555122124,Inf,-8.519401236174883,1.8751666885918894e-13,yes
fWY2008 - fWY2015,-1.730072463768103,0.09381825555122124,Inf,-18.440680372953093,0,yes
fWY2008 - fWY2016,-0.8963768115941819,0.09381825555122122,Inf,-9.554396490614709,1.609823385706477e-13,yes
fWY2008 - fWY2018,-0.37005115046641207,0.09493548762860302,Inf,-3.897922259735881,0.014342205609872871,yes
fWY2009 - fWY2010,0.4896451704437508,0.09493909698010307,Inf,5.1574660600191775,4.595626258974139e-5,yes
fWY2009 - fWY2011,0.8660944458060514,0.09493909698010305,Inf,9.122632017319102,2.488009798184976e-13,yes
fWY2009 - fWY2012,0.4150074892843192,0.09493909698010308,Inf,4.371302260977842,0.0020691133651493665,yes
fWY2009 - fWY2014,-0.5176012063678536,0.09493909698010307,Inf,-5.451928897915789,9.279956803998068e-6,yes
fWY2009 - fWY2015,-1.4483983078171112,0.09493909698010307,Inf,-15.25607841120145,0,yes
fWY2009 - fWY2016,-0.61470265564319,0.09493909698010305,Inf,-6.474705102493411,1.8006367730194484e-8,yes
fWY2010 - fWY2011,0.37644927536230066,0.09381825555122124,Inf,4.012537572250781,0.009218202179604007,yes
fWY2010 - fWY2013,-0.7467391304347906,0.09381825555122124,Inf,-7.95942246045173,6.037392807911601e-13,yes
fWY2010 - fWY2014,-1.0072463768116042,0.09381825555122124,Inf,-10.736144803520522,1.9262369477246466e-13,yes
fWY2010 - fWY2015,-1.938043478260862,0.09381825555122124,Inf,-20.65742394029873,0,yes
fWY2010 - fWY2016,-1.1043478260869408,0.09381825555122124,Inf,-11.771140057960345,0,yes
fWY2010 - fWY2018,-0.578022164959171,0.09493548762860302,Inf,-6.088578458884108,2.1524154503183013e-7,yes
fWY2011 - fWY2012,-0.45108695652173225,0.09381825555122125,Inf,-4.808093626036946,2.7192251598529005e-4,yes
fWY2011 - fWY2013,-1.1231884057970911,0.09381825555122124,Inf,-11.97196003270251,0,yes
fWY2011 - fWY2014,-1.383695652173905,0.09381825555122124,Inf,-14.748682375771304,0,yes
fWY2011 - fWY2015,-2.3144927536231625,0.09381825555122124,Inf,-24.669961512549513,0,yes
fWY2011 - fWY2016,-1.4807971014492414,0.09381825555122122,Inf,-15.783677630211127,0,yes
fWY2011 - fWY2017,-0.5949275362318698,0.09381825555122124,Inf,-6.341276894741043,4.315571133783891e-8,yes
fWY2011 - fWY2018,-0.9544714403214717,0.09493548762860302,Inf,-10.053895167794977,2.2615243011614439e-13,yes
fWY2011 - fWY2019,-0.654092652442683,0.09493548762860299,Inf,-6.889864567837457,1.060192045265751e-9,yes
fWY2012 - fWY2013,-0.672101449275359,0.09381825555122124,Inf,-7.163866406665565,1.490695344941173e-10,yes
fWY2012 - fWY2014,-0.9326086956521726,0.09381825555122125,Inf,-9.940588749734355,1.6986412276764895e-13,yes
fWY2012 - fWY2015,-1.8634057971014304,0.09381825555122124,Inf,-19.861867886512567,0,yes
fWY2012 - fWY2016,-1.0297101449275092,0.09381825555122124,Inf,-10.975584004174179,1.687538997430238e-13,yes
fWY2012 - fWY2018,-0.5033844837997394,0.09493548762860302,Inf,-5.302384770687955,2.115165587002199e-5,yes
fWY2013 - fWY2015,-1.1913043478260714,0.09381825555122124,Inf,-12.698001479847001,0,yes
fWY2013 - fWY2016,-0.3576086956521503,0.09381825555122121,Inf,-3.811717597508616,0.019763009886631044,yes
fWY2013 - fWY2017,0.5282608695652213,0.09381825555122124,Inf,5.630683137961468,3.362524541472567e-6,yes
fWY2013 - fWY2019,0.4690957533544082,0.094935487628603,Inf,4.941205497248374,1.403142506485322e-4,yes
fWY2014 - fWY2015,-0.9307971014492578,0.09381825555122124,Inf,-9.92127913677821,1.7608137170554983e-13,yes
fWY2014 - fWY2017,0.7887681159420352,0.09381825555122124,Inf,8.407405481030262,2.099431739566171e-13,yes
fWY2014 - fWY2018,0.4292242118524333,0.09493548762860302,Inf,4.521219857547904,0.0010572760039345708,yes
fWY2014 - fWY2019,0.7296029997312219,0.09493548762860302,Inf,7.685250457505425,3.0196956046779633e-12,yes
fWY2015 - fWY2016,0.8336956521739212,0.09381825555122124,Inf,8.886283882338386,1.4588330543574557e-13,yes
fWY2015 - fWY2017,1.7195652173912928,0.09381825555122124,Inf,18.32868461780847,0,yes
fWY2015 - fWY2018,1.360021313301691,0.09493548762860302,Inf,14.32574211471087,0,yes
fWY2015 - fWY2019,1.6604001011804796,0.09493548762860302,Inf,17.48977271466839,0,yes
fWY2016 - fWY2017,0.8858695652173717,0.09381825555122122,Inf,9.442400735470086,1.7918999617450027e-13,yes
fWY2016 - fWY2018,0.5263256611277698,0.09493548762860302,Inf,5.544034947045383,5.52278098175929e-6,yes
fWY2016 - fWY2019,0.8267044490065585,0.09493548762860299,Inf,8.708065547002908,1.6509016376176078e-13,yes
fWY2017 - fWY2018,-0.35954390408960185,0.09493548762860302,Inf,-3.787244507514124,0.021605188129908193,yes
